candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes
CAND_e939b80243,v5_3_model_guided_macrocycle,JAK2_dbe7510318,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2COCOCCC2(CC2)N1,JLJGYSZQCLNBGT-UHFFFAOYSA-N,True,True,True,467.53,2.2023,129.42,4,7,0,0.3989,4.303,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2COCOCCC2(CC2)N1,20,True,False,True,"v5_3_model_guided_anchor_pair=25-16;anchor_scores=0.822,0.678;linker_length=6;target_ring=19;linker_prob=0.167;chemotype=dioxa"
CAND_da006e9e54,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CNCC1(CC1)[C@H](C(F)(F)F)N2,UOQSWCBMAYJTFK-FFMAFDDDSA-N,True,True,True,600.627,2.6016,158.99,4,9,1,0.2577,5.417,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3(CC3)CNCC2C1,18,True,False,True,"v5_3_model_guided_anchor_pair=9-27;anchor_scores=0.822,0.678;linker_length=3;target_ring=17;linker_prob=0.683;chemotype=aza"
CAND_35c4ee0b09,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CSCC1(CC1)[C@H](C(F)(F)F)N2,IZZXRBQLSMOBFN-FFMAFDDDSA-N,True,True,True,617.679,3.7452,146.96,3,9,1,0.2907,5.512,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3(CC3)CSCC2C1,18,True,False,True,"v5_3_model_guided_anchor_pair=9-27;anchor_scores=0.822,0.678;linker_length=3;target_ring=17;linker_prob=0.683;chemotype=thioether"
CAND_d7d5e569e3,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1COCC1(CC1)[C@H](C(F)(F)F)N2,CNIZANOYKOCSCB-FFMAFDDDSA-N,True,True,True,601.611,3.0286,156.19,3,9,1,0.2985,5.423,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3(CC3)COCC2C1,18,True,False,True,"v5_3_model_guided_anchor_pair=9-27;anchor_scores=0.822,0.678;linker_length=3;target_ring=17;linker_prob=0.683;chemotype=oxa"
CAND_79995adf19,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CSCC3(CC3)[C@H](C(F)(F)F)N2)C1,KWOAKWBMRZHFMC-FFMAFDDDSA-N,True,True,True,617.679,3.7452,146.96,3,9,1,0.2907,5.512,O=S1(=O)CCN2CC1CSCC1(CC1)CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,19,True,False,True,"v5_3_model_guided_anchor_pair=9-28;anchor_scores=0.822,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=thioether"
CAND_893be87c2e,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CNCC3(CC3)[C@H](C(F)(F)F)N2)C1,IAEQNVPUVYIAKQ-FFMAFDDDSA-N,True,True,True,600.627,2.6016,158.99,4,9,1,0.2577,5.417,O=S1(=O)CCN2CC1CNCC1(CC1)CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,19,True,False,True,"v5_3_model_guided_anchor_pair=9-28;anchor_scores=0.822,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=aza"
CAND_2f2a0d40fd,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(COCC3(CC3)[C@H](C(F)(F)F)N2)C1,GBZHOBHXRZEBCG-FFMAFDDDSA-N,True,True,True,601.611,3.0286,156.19,3,9,1,0.2985,5.423,O=S1(=O)CCN2CC1COCC1(CC1)CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,19,True,False,True,"v5_3_model_guided_anchor_pair=9-28;anchor_scores=0.822,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=oxa"
CAND_5682a4f941,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CNCC1CC1[C@H](C(F)(F)F)N2,INEZOYDVWQORFK-VUVLQECESA-N,True,True,True,600.627,2.4575,158.99,4,9,1,0.2575,5.917,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3CC3CNCC2C1,19,True,False,True,"v5_3_model_guided_anchor_pair=10-27;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=aza"
CAND_8f245c542f,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CSCC1CC1[C@H](C(F)(F)F)N2,HPTYTTFDUUTCKH-VUVLQECESA-N,True,True,True,617.679,3.6011,146.96,3,9,1,0.2916,6.012,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3CC3CSCC2C1,19,True,False,True,"v5_3_model_guided_anchor_pair=10-27;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=thioether"
CAND_f0bd1b6255,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1COCC1CC1[C@H](C(F)(F)F)N2,HZSOISHLLRBLLV-VUVLQECESA-N,True,True,True,601.611,2.8845,156.19,3,9,1,0.2986,5.923,O=S1(=O)CCN2c3ccc(nn3)-c3ccc4c(c3)[nH]c3ccnc(c34)NCC3CC3COCC2C1,19,True,False,True,"v5_3_model_guided_anchor_pair=10-27;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.649;chemotype=oxa"
CAND_473a7e9320,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CNCC3CC3[C@H](C(F)(F)F)N2)C1,XSOOHBJYZCKJCL-VUVLQECESA-N,True,True,True,600.627,2.4575,158.99,4,9,1,0.2575,5.917,O=S1(=O)CCN2CC1CNCC1CC1CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,20,True,False,True,"v5_3_model_guided_anchor_pair=10-28;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=aza"
CAND_79654a88a1,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CSCC3CC3[C@H](C(F)(F)F)N2)C1,STQBRHZFOULVJI-VUVLQECESA-N,True,True,True,617.679,3.6011,146.96,3,9,1,0.2916,6.012,O=S1(=O)CCN2CC1CSCC1CC1CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,20,True,False,True,"v5_3_model_guided_anchor_pair=10-28;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=thioether"
CAND_87bfeddc5f,v5_3_model_guided_macrocycle,JAK2_b8536fbab5,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(COCC3CC3[C@H](C(F)(F)F)N2)C1,PYUYNRLASSOPEM-VUVLQECESA-N,True,True,True,601.611,2.8845,156.19,3,9,1,0.2986,5.923,O=S1(=O)CCN2CC1COCC1CC1CNc1nccc3[nH]c4cc(ccc4c13)-c1ccc2nn1,20,True,False,True,"v5_3_model_guided_anchor_pair=10-28;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=oxa"
CAND_9c6324c16c,v5_3_model_guided_macrocycle,JAK2_4424830aa8,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3COCC2C1,VAUZQGRYZWDNKQ-UHFFFAOYSA-N,True,True,True,557.645,4.5934,53.96,0,7,0,0.3135,5.054,c1cc2c3nc(cnc3c1)-c1ccc(cc1)N1CCNCC1COCC1COCCN1Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=oxa"
CAND_dbfbb7d1cf,v5_3_model_guided_macrocycle,JAK2_4424830aa8,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CSCC2C1,ZQXFNYDUOWZAAC-UHFFFAOYSA-N,True,True,True,573.713,5.31,44.73,0,7,0,0.2826,5.298,c1cc2c3nc(cnc3c1)-c1ccc(cc1)N1CCNCC1CSCC1COCCN1Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=thioether"
CAND_a8aa3f8065,v5_3_model_guided_macrocycle,JAK2_4424830aa8,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CNCC2C1,XSIKJHLRGSNBFX-UHFFFAOYSA-N,True,True,True,556.661,4.1664,56.76,1,7,0,0.3491,5.048,c1cc2c3nc(cnc3c1)-c1ccc(cc1)N1CCNCC1CNCC1COCCN1Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=aza"
CAND_9b2dbc98ed,v5_3_model_guided_macrocycle,JAK2_52b2cf11d9,CN1CCN2c3ccc(cn3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCS(=O)(=O)CC3CSCC2C1,PIFHNMNPLJJTMY-UHFFFAOYSA-N,True,True,True,622.767,4.1032,82.53,0,9,0,0.288,5.415,O=S1(=O)CCN2Cc3ccc(cc3)-c3cccc4ncc(nc34)-c3ccc(nc3)N3CCNCC3CSCC2C1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.650;chemotype=thioether"
CAND_3c64f44e76,v5_3_model_guided_macrocycle,JAK2_52b2cf11d9,CN1CCN2c3ccc(cn3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCS(=O)(=O)CC3COCC2C1,YWSGJALAUQEGQN-UHFFFAOYSA-N,True,True,True,606.699,3.3866,91.76,0,9,0,0.2989,5.326,O=S1(=O)CCN2Cc3ccc(cc3)-c3cccc4ncc(nc34)-c3ccc(nc3)N3CCNCC3COCC2C1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.650;chemotype=oxa"
