candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes
CAND_6f5c819abf,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,SZNOMDJPNRVXHW-PLXAZLAVSA-N,True,True,True,418.501,2.4225,114.77,2,5,1,0.7381,4.656,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=alkyl"
CAND_bb18276fcc,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,LPLMSPHZWKDSFN-WAPNNBGYSA-N,True,True,True,436.541,1.9854,114.77,2,6,1,0.7065,4.756,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=thioether"
CAND_6d30b04ba5,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,FYCAHTMFAMULSV-PNDQRGPWSA-N,True,True,True,420.473,1.1263,124.0,2,6,1,0.7126,4.917,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2COCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa"
CAND_956024a173,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,SPVWFDQKMXQKBE-PNDQRGPWSA-N,True,True,True,436.541,1.8429,114.77,2,6,1,0.705,5.006,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=thioether"
CAND_44327fe5a9,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,XBZKYLTXKLNUSQ-BEFRKJEDSA-N,True,True,True,418.501,2.28,114.77,2,5,1,0.7373,4.906,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=alkyl"
CAND_fd6a72e89d,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,OCXBEBDLAHWVLE-PNDQRGPWSA-N,True,True,True,419.489,0.6993,126.8,3,6,1,0.6245,4.911,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=aza"
CAND_d93664c4b9,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,HOMDVHDDTYNNLA-JXGBTDEFSA-N,True,True,True,418.501,2.496,114.77,2,5,1,0.7384,4.906,O=C1N[C@@H](C(=O)N2CCCC2)C2(CCCC3CC3c3cnc4[nH]cc1c4n3)CC2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa_aza"
CAND_02bca8d718,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,YLWJLPCJNFQMCO-XILSRCRHSA-N,True,True,True,436.541,2.0589,114.77,2,6,1,0.7072,5.006,O=C1N[C@@H](C(=O)N2CCCC2)C2(CC2)CSCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=thioether"
CAND_9d4c5cab6d,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CNCC23CC3)C1,IPHWYJUXNGKNHB-XILSRCRHSA-N,True,True,True,419.489,0.9153,126.8,3,6,1,0.6308,4.911,O=C1N[C@@H](C(=O)N2CCCC2)C2(CC2)CNCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=aza"
CAND_6c9b69bfe2,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3COCC23CC3)C1,RGFMCTZPJBFCLO-XILSRCRHSA-N,True,True,True,420.473,1.3423,124.0,2,6,1,0.7175,4.917,O=C1N[C@@H](C(=O)N2CCCC2)C2(CC2)COCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=24-20;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa"
CAND_d4292dc600,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,GDOIQDMSOKVZOZ-ZYFOBHMOSA-N,True,True,True,419.489,0.8418,126.8,3,6,1,0.6287,4.661,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=aza"
CAND_a6e2aca7fb,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,LPLMSPHZWKDSFN-ZYFOBHMOSA-N,True,True,True,436.541,1.9854,114.77,2,6,1,0.7065,4.756,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=thioether"
CAND_76774df791,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CJARQMPCFPOYTL-ZYFOBHMOSA-N,True,True,True,420.473,1.2688,124.0,2,6,1,0.716,4.667,O=C1N[C@H](C2CC2)C(=O)N2CCCC2COCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=oxa"
CAND_7f7760bbec,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,SZNOMDJPNRVXHW-JGNDPHQUSA-N,True,True,True,418.501,2.4225,114.77,2,5,1,0.7381,4.656,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=alkyl"
CAND_423486dce5,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCCCC24CC4)CC3)C1,BMQOWSQTLFWOLA-IBGZPJMESA-N,True,True,True,432.528,2.8142,114.77,2,5,1,0.7191,4.233,O=C1N[C@@H](C(=O)N2CCC2)C2(CCCCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.822,0.822;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=alkyl"
CAND_8b6de06a0f,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC24CC4)CC3)C1,WDPWVXOYSLJQGF-SFHVURJKSA-N,True,True,True,434.5,1.6605,124.0,2,6,1,0.7035,4.244,O=C1N[C@@H](C(=O)N2CCC2)C2(CCOCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.822,0.822;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=oxa"
CAND_bfdc82a98a,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCSCCC24CC4)CC3)C1,UVCZPUKWYHMMSS-SFHVURJKSA-N,True,True,True,450.568,2.3771,114.77,2,6,1,0.6894,4.334,O=C1N[C@@H](C(=O)N2CCC2)C2(CCSCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.822,0.822;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=thioether"
CAND_6cb1768675,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCNCCC24CC4)CC3)C1,IWUSFZCWAOXRAT-SFHVURJKSA-N,True,True,True,433.516,1.2335,126.8,3,6,1,0.6209,4.239,O=C1N[C@@H](C(=O)N2CCC2)C2(CCNCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.822,0.822;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=aza"
CAND_53308bee89,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCNCC23CC3)C1,RMIJTQSMDAIJLA-KRWDZBQOSA-N,True,True,True,435.488,0.4274,136.03,3,7,1,0.5908,4.25,O=C1N[C@@H](C(=O)N2CCC2)C2(CC2)CNCOCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.822,0.822;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=oxa_aza"
CAND_97556b1c56,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,XGPLTYNGABJAJS-QWQCLYJRSA-N,True,True,True,422.514,1.4528,114.77,2,6,1,0.7189,4.678,O=C1N[C@@H](C(=O)N2CCC2)C2CC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=18-24;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=thioether"
CAND_6ea473cbe3,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,VROIAUMXXPXPCW-WTNGLUPJSA-N,True,True,True,404.474,1.8899,114.77,2,5,1,0.7532,4.578,O=C1N[C@@H](C(=O)N2CCC2)C2CC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=18-24;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=alkyl"
CAND_ffa2b05eef,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,WTHHTEOIGGPMKZ-QWQCLYJRSA-N,True,True,True,405.462,0.3092,126.8,3,6,1,0.6267,4.583,O=C1N[C@@H](C(=O)N2CCC2)C2CC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=18-24;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=aza"
CAND_a8ccc119df,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,AHPVANVMXLDYEC-QWQCLYJRSA-N,True,True,True,406.446,0.7362,124.0,2,6,1,0.7197,4.589,O=C1N[C@@H](C(=O)N2CCC2)C2CC2COCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=18-24;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=oxa"
CAND_61196e5542,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,KVVKMDDHECBCTN-FVKWTLKZSA-N,True,True,True,422.514,1.6688,114.77,2,6,1,0.7224,4.678,O=C1N[C@@H](C(=O)N2CCC2)C2(CC2)CSCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=23-19;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=thioether"
CAND_2f2f7a144b,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CNCC23CC3)C1,KKDRWTUSPQQXBQ-FVKWTLKZSA-N,True,True,True,405.462,0.5252,126.8,3,6,1,0.6351,4.583,O=C1N[C@@H](C(=O)N2CCC2)C2(CC2)CNCC2CC2c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=23-19;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=aza"
CAND_34d92e36bf,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,IGRBUVBDUBVFLS-JRSKDTKFSA-N,True,True,True,404.474,2.1059,114.77,2,5,1,0.7554,4.578,O=C1N[C@@H](C(=O)N2CCC2)C2(CCCC3CC3c3cnc4[nH]cc1c4n3)CC2,13,True,False,True,"v5_3_model_guided_anchor_pair=23-19;anchor_scores=0.822,0.678;linker_length=3;target_ring=12;linker_prob=0.264;chemotype=oxa_aza"
CAND_826c88beb5,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,MZARHELMJIUXBU-RWKZGTHUSA-N,True,True,True,420.517,2.6685,114.77,2,5,0,0.6799,4.542,O=C1NCC(=O)N2CCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=oxa_aza"
CAND_4b1fa23406,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2C(C#N)CN2C1=O,JLNOZBIIQANBQQ-AJUCZRQESA-N,True,True,True,422.489,1.5148,124.0,2,6,0,0.6633,4.553,O=C1NCC(=O)N2CCC2COCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=oxa"
CAND_a28891a72c,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,ZBDUOXGCIIUPIH-AJUCZRQESA-N,True,True,True,421.505,1.0878,126.8,3,6,0,0.5844,4.547,O=C1NCC(=O)N2CCC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=aza"
CAND_661d99e302,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2C(C#N)CN2C1=O,CFHMOIZBUKZHPX-AJUCZRQESA-N,True,True,True,438.557,2.2314,114.77,2,6,0,0.6518,4.642,O=C1NCC(=O)N2CCC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.822,0.678;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=thioether"
CAND_aaa379f29a,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2(C#N)CN(C2)C1=O,HDHLLIARLPEAJD-INIZCTEOSA-N,True,True,True,438.557,2.233,114.77,2,6,0,0.6518,4.142,O=C1NCC(=O)N2CC(CSCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.822,0.822;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=thioether"
CAND_ff4ec3842f,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,UKHZSAMVHXXKRG-KRWDZBQOSA-N,True,True,True,420.517,2.6701,114.77,2,5,0,0.6799,4.042,O=C1NCC(=O)N2CC(CCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.822,0.822;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=oxa_aza"
CAND_d6e2fc541d,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2(C#N)CN(C2)C1=O,PFYDKIOCMNZLOV-INIZCTEOSA-N,True,True,True,421.505,1.0894,126.8,3,6,0,0.5844,4.047,O=C1NCC(=O)N2CC(CNCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.822,0.822;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=aza"
CAND_4ea78847f9,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2(C#N)CN(C2)C1=O,LLFMNXCGHFDIIM-INIZCTEOSA-N,True,True,True,422.489,1.5164,124.0,2,6,0,0.6633,4.053,O=C1NCC(=O)N2CC(COCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.822,0.822;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=oxa"
CAND_91833501ec,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCCCCC3(C#N)CN(C3)C1=O)CC2,ZRRCLZIZDXXRHT-FQEVSTJZSA-N,True,True,True,462.598,3.8404,114.77,2,5,0,0.6172,4.276,O=C1NCC(=O)N2CC(CCCCCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.822,0.822;linker_length=6;target_ring=17;linker_prob=0.248;chemotype=alkyl"
