candidate_id,extracted_linker_count,known_linker_count,novel_linker_count,linker_novel,linker_smiles,known_linker_smiles,novel_linker_smiles
CAND_ae3e5b7c5c,19,0,19,True,[24*]CCOCS[33*];[24*]CCOC[32*];[24*]CCO[31*];[28*]COCS[33*];[28*]COC[32*];[29*]OCS[33*];[6*]CSCOCC[24*];[6*]CSCOC[28*];[6*]CSCO[29*];[6*]CSC[30*];[8*]c1c(CSCO[29*])cccc1OC;[8*]c1c(CSC[30*])cccc1OC;[8*]c1c(CS[31*])cccc1OC;[8*]c1c(C[32*])cccc1OC;[8*]c1c([33*])cccc1OC;[9*]Nc1c(CSC[30*])cccc1OC;[9*]Nc1c(CS[31*])cccc1OC;[9*]Nc1c(C[32*])cccc1OC;[9*]Nc1c([33*])cccc1OC,,[24*]CCOCS[33*];[24*]CCOC[32*];[24*]CCO[31*];[28*]COCS[33*];[28*]COC[32*];[29*]OCS[33*];[6*]CSCOCC[24*];[6*]CSCOC[28*];[6*]CSCO[29*];[6*]CSC[30*];[8*]c1c(CSCO[29*])cccc1OC;[8*]c1c(CSC[30*])cccc1OC;[8*]c1c(CS[31*])cccc1OC;[8*]c1c(C[32*])cccc1OC;[8*]c1c([33*])cccc1OC;[9*]Nc1c(CSC[30*])cccc1OC;[9*]Nc1c(CS[31*])cccc1OC;[9*]Nc1c(C[32*])cccc1OC;[9*]Nc1c([33*])cccc1OC
CAND_eee3e9a9b2,20,0,20,True,[12*]c1ccc(S(C)(=O)=O)cc1CS[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]CSCO[32*];[27*]CSC[31*];[28*]SCO[32*];[6*]COCSC[27*];[6*]COCS[28*];[6*]COC[29*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1c(COCS[28*])cccc1OC;[8*]c1c(COC[29*])cccc1OC;[8*]c1c(CO[30*])cccc1OC;[8*]c1c(C[31*])cccc1OC;[8*]c1c([32*])cccc1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1c(COC[29*])cccc1OC;[9*]Nc1c(CO[30*])cccc1OC;[9*]Nc1c(C[31*])cccc1OC;[9*]Nc1c([32*])cccc1OC,,[12*]c1ccc(S(C)(=O)=O)cc1CS[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]CSCO[32*];[27*]CSC[31*];[28*]SCO[32*];[6*]COCSC[27*];[6*]COCS[28*];[6*]COC[29*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1c(COCS[28*])cccc1OC;[8*]c1c(COC[29*])cccc1OC;[8*]c1c(CO[30*])cccc1OC;[8*]c1c(C[31*])cccc1OC;[8*]c1c([32*])cccc1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1c(COC[29*])cccc1OC;[9*]Nc1c(CO[30*])cccc1OC;[9*]Nc1c(C[31*])cccc1OC;[9*]Nc1c([32*])cccc1OC
CAND_49672ce1f9,20,0,20,True,[12*]c1ccc(S(C)(=O)=O)cc1CO[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]COCN[32*];[27*]COC[31*];[28*]OCN[32*];[3*]CNCOC[27*];[3*]CNCO[28*];[3*]CNC[29*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1cccc(CNCO[28*])c1OC;[8*]c1cccc(CNC[29*])c1OC;[8*]c1cccc(CN[30*])c1OC;[8*]c1cccc(C[31*])c1OC;[8*]c1cccc([32*])c1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1cccc(CNC[29*])c1OC;[9*]Nc1cccc(CN[30*])c1OC;[9*]Nc1cccc(C[31*])c1OC;[9*]Nc1cccc([32*])c1OC,,[12*]c1ccc(S(C)(=O)=O)cc1CO[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]COCN[32*];[27*]COC[31*];[28*]OCN[32*];[3*]CNCOC[27*];[3*]CNCO[28*];[3*]CNC[29*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1cccc(CNCO[28*])c1OC;[8*]c1cccc(CNC[29*])c1OC;[8*]c1cccc(CN[30*])c1OC;[8*]c1cccc(C[31*])c1OC;[8*]c1cccc([32*])c1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1cccc(CNC[29*])c1OC;[9*]Nc1cccc(CN[30*])c1OC;[9*]Nc1cccc(C[31*])c1OC;[9*]Nc1cccc([32*])c1OC
CAND_fefc918672,24,0,24,True,[12*]c1ccc(S(C)(=O)=O)cc1CO[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]COCNC[33*];[27*]COCN[32*];[27*]COC[31*];[28*]OCNC[33*];[28*]OCN[32*];[29*]CNC[33*];[3*]CCNCOC[27*];[3*]CCNCO[28*];[3*]CCNC[29*];[3*]CCN[30*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1cccc(CCNC[29*])c1OC;[8*]c1cccc(CCN[30*])c1OC;[8*]c1cccc(CC[31*])c1OC;[8*]c1cccc(C[32*])c1OC;[8*]c1cccc([33*])c1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1cccc(CCN[30*])c1OC;[9*]Nc1cccc(CC[31*])c1OC;[9*]Nc1cccc(C[32*])c1OC;[9*]Nc1cccc([33*])c1OC,,[12*]c1ccc(S(C)(=O)=O)cc1CO[30*];[12*]c1ccc(S(C)(=O)=O)cc1C[29*];[12*]c1ccc(S(C)(=O)=O)cc1[28*];[27*]COCNC[33*];[27*]COCN[32*];[27*]COC[31*];[28*]OCNC[33*];[28*]OCN[32*];[29*]CNC[33*];[3*]CCNCOC[27*];[3*]CCNCO[28*];[3*]CCNC[29*];[3*]CCN[30*];[7*]Nc1nc2c([18*])cccn2n1;[8*]c1cccc(CCNC[29*])c1OC;[8*]c1cccc(CCN[30*])c1OC;[8*]c1cccc(CC[31*])c1OC;[8*]c1cccc(C[32*])c1OC;[8*]c1cccc([33*])c1OC;[8*]c1nc2c([18*])cccn2n1;[9*]Nc1cccc(CCN[30*])c1OC;[9*]Nc1cccc(CC[31*])c1OC;[9*]Nc1cccc(C[32*])c1OC;[9*]Nc1cccc([33*])c1OC
CAND_8a6617e03a,20,0,20,True,[10*]Nc1ccc([23*])cc1;[12*]COCNCCC1CN([27*])CCO1;[12*]COCNCC[21*];[12*]COCNC[20*];[12*]COCN[19*];[12*]COC[18*];[15*]OCNCCC1CN([27*])CCO1;[15*]OCNCC[21*];[15*]OCNC[20*];[15*]OCN[19*];[16*]CNCCC1CN([27*])CCO1;[16*]CNCC[21*];[16*]CNC[20*];[17*]NCCC1CN([27*])CCO1;[17*]NCC[21*];[18*]CCC1CN([27*])CCO1;[19*]CC1CN([27*])CCO1;[20*]C1CN([27*])CCO1;[20*]C1CN(c2ccc([33*])cc2)CCO1;[23*]c1ccc([33*])cc1,,[10*]Nc1ccc([23*])cc1;[12*]COCNCCC1CN([27*])CCO1;[12*]COCNCC[21*];[12*]COCNC[20*];[12*]COCN[19*];[12*]COC[18*];[15*]OCNCCC1CN([27*])CCO1;[15*]OCNCC[21*];[15*]OCNC[20*];[15*]OCN[19*];[16*]CNCCC1CN([27*])CCO1;[16*]CNCC[21*];[16*]CNC[20*];[17*]NCCC1CN([27*])CCO1;[17*]NCC[21*];[18*]CCC1CN([27*])CCO1;[19*]CC1CN([27*])CCO1;[20*]C1CN([27*])CCO1;[20*]C1CN(c2ccc([33*])cc2)CCO1;[23*]c1ccc([33*])cc1
CAND_f11ff7167e,20,0,20,True,[10*]Nc1ccc([23*])cc1;[12*]CSCSCCC1CN([27*])CCO1;[12*]CSCSCC[21*];[12*]CSCSC[20*];[12*]CSCS[19*];[12*]CSC[18*];[15*]SCSCCC1CN([27*])CCO1;[15*]SCSCC[21*];[15*]SCSC[20*];[15*]SCS[19*];[16*]CSCCC1CN([27*])CCO1;[16*]CSCC[21*];[16*]CSC[20*];[17*]SCCC1CN([27*])CCO1;[17*]SCC[21*];[18*]CCC1CN([27*])CCO1;[19*]CC1CN([27*])CCO1;[20*]C1CN([27*])CCO1;[20*]C1CN(c2ccc([33*])cc2)CCO1;[23*]c1ccc([33*])cc1,,[10*]Nc1ccc([23*])cc1;[12*]CSCSCCC1CN([27*])CCO1;[12*]CSCSCC[21*];[12*]CSCSC[20*];[12*]CSCS[19*];[12*]CSC[18*];[15*]SCSCCC1CN([27*])CCO1;[15*]SCSCC[21*];[15*]SCSC[20*];[15*]SCS[19*];[16*]CSCCC1CN([27*])CCO1;[16*]CSCC[21*];[16*]CSC[20*];[17*]SCCC1CN([27*])CCO1;[17*]SCC[21*];[18*]CCC1CN([27*])CCO1;[19*]CC1CN([27*])CCO1;[20*]C1CN([27*])CCO1;[20*]C1CN(c2ccc([33*])cc2)CCO1;[23*]c1ccc([33*])cc1
CAND_fd80188ca2,27,0,27,True,[10*]CSCCSCC[18*];[10*]CSCCSC[17*];[10*]CSCCS[16*];[10*]CSCC[15*];[10*]CSC[14*];[10*]c1cc(NC(C)=O)ccc1[36*];[11*]Cc1cc(NC(C)=O)ccc1[36*];[11*]SCCSCC[18*];[11*]SCCSC[17*];[11*]SCCS[16*];[11*]SCC[15*];[12*]CCSCC[18*];[12*]CCSC[17*];[12*]CCS[16*];[12*]CCc1cc(NC(C)=O)ccc1[36*];[13*]CSCC[18*];[13*]CSC[17*];[14*]SCC[18*];[17*]c1cc(N2CCOCC2)ccc1[30*];[7*]c1nc(N[29*])ncc1C;[7*]c1nc([30*])ncc1C;[8*]CCSCCSCC[18*];[8*]CCSCCSC[17*];[8*]CCSCCS[16*];[8*]CCSCC[15*];[8*]CCSC[14*];[8*]CCS[13*],,[10*]CSCCSCC[18*];[10*]CSCCSC[17*];[10*]CSCCS[16*];[10*]CSCC[15*];[10*]CSC[14*];[10*]c1cc(NC(C)=O)ccc1[36*];[11*]Cc1cc(NC(C)=O)ccc1[36*];[11*]SCCSCC[18*];[11*]SCCSC[17*];[11*]SCCS[16*];[11*]SCC[15*];[12*]CCSCC[18*];[12*]CCSC[17*];[12*]CCS[16*];[12*]CCc1cc(NC(C)=O)ccc1[36*];[13*]CSCC[18*];[13*]CSC[17*];[14*]SCC[18*];[17*]c1cc(N2CCOCC2)ccc1[30*];[7*]c1nc(N[29*])ncc1C;[7*]c1nc([30*])ncc1C;[8*]CCSCCSCC[18*];[8*]CCSCCSC[17*];[8*]CCSCCS[16*];[8*]CCSCC[15*];[8*]CCSC[14*];[8*]CCS[13*]
CAND_7de9ad38a2,14,0,14,True,[10*]COCNCC1CN(C)CCN1[19*];[10*]COCNC[29*];[10*]COCN[30*];[10*]COC[31*];[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1CNCO[34*];[19*]N1CCN(C)CC1CNC[33*];[19*]N1CCN(C)CC1CN[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]CNCO[34*];[29*]CNC[33*];[30*]NCO[34*],,[10*]COCNCC1CN(C)CCN1[19*];[10*]COCNC[29*];[10*]COCN[30*];[10*]COC[31*];[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1CNCO[34*];[19*]N1CCN(C)CC1CNC[33*];[19*]N1CCN(C)CC1CN[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]CNCO[34*];[29*]CNC[33*];[30*]NCO[34*]
CAND_d609b40c0f,14,0,14,True,[10*]CSCOCC1CN(C)CCN1[19*];[10*]CSCOC[29*];[10*]CSCO[30*];[10*]CSC[31*];[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1COCS[34*];[19*]N1CCN(C)CC1COC[33*];[19*]N1CCN(C)CC1CO[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]COCS[34*];[29*]COC[33*];[30*]OCS[34*],,[10*]CSCOCC1CN(C)CCN1[19*];[10*]CSCOC[29*];[10*]CSCO[30*];[10*]CSC[31*];[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1COCS[34*];[19*]N1CCN(C)CC1COC[33*];[19*]N1CCN(C)CC1CO[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]COCS[34*];[29*]COC[33*];[30*]OCS[34*]
CAND_8963515af2,14,0,14,True,[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1CNCO[34*];[19*]N1CCN(C)CC1CNC[33*];[19*]N1CCN(C)CC1CN[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]CNCO[34*];[29*]CNC[33*];[30*]NCO[34*];[8*]COCNCC1CN(C)CCN1[19*];[8*]COCNC[29*];[8*]COCN[30*];[8*]COC[31*],,[12*]Nc1ccc([23*])c(Cl)c1;[15*]c1ccc([23*])c(Cl)c1;[19*]N1CCN(C)CC1CNCO[34*];[19*]N1CCN(C)CC1CNC[33*];[19*]N1CCN(C)CC1CN[32*];[19*]N1CCN(C)CC1C[31*];[19*]N1CCN(C)CC1[30*];[29*]CNCO[34*];[29*]CNC[33*];[30*]NCO[34*];[8*]COCNCC1CN(C)CCN1[19*];[8*]COCNC[29*];[8*]COCN[30*];[8*]COC[31*]
