candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes
CAND_ae3e5b7c5c,v5_5_pocket_guided,JAK2_79038ef114,COc1cccc2c1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)cc(cn3n1)CCOCSC2,GARLKDSNZHSBTP-UHFFFAOYSA-N,True,True,True,496.614,4.3154,94.82,1,8,3,0.4483,4.59,c1ccc(-c2cc3cn4nc(nc24)Nc2ccccc2CSCOCC3)cc1,14,True,False,True,
CAND_eee3e9a9b2,v5_5_pocket_guided,JAK2_79038ef114,COc1cccc2c1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1CSCOC2,KIZZITVJDCGCEU-UHFFFAOYSA-N,True,True,True,482.587,4.2729,94.82,1,8,2,0.4526,4.387,c1ccc2c(c1)COCSCc1ccccc1-c1cccn3nc(nc13)N2,14,True,False,True,
CAND_49672ce1f9,v5_5_pocket_guided,JAK2_79038ef114,COc1c2cccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNC2,TUPMRABTNZDLQB-UHFFFAOYSA-N,True,True,True,465.535,3.1293,106.85,2,8,2,0.4651,4.292,c1cc2cc(c1)Nc1nc3c(cccn3n1)-c1ccccc1COCNC2,15,True,False,True,
CAND_fefc918672,v5_5_pocket_guided,JAK2_79038ef114,COc1c2cccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNCC2,DWMAVVUCAVYROT-UHFFFAOYSA-N,True,True,True,479.562,3.1718,106.85,2,8,2,0.4516,4.37,c1cc2cc(c1)Nc1nc3c(cccn3n1)-c1ccccc1COCNCC2,16,True,False,True,
CAND_8a6617e03a,v5_5_pocket_guided,JAK2_bb041e75cb,CC(=O)Nc1ccc(-c2nc3nc(c2C)COCNCCC2CN(CCO2)c2ccc(cc2)N3)cc1,VMGWPKRNFJHBDJ-UHFFFAOYSA-N,True,True,True,488.592,3.8266,100.64,3,8,2,0.5006,4.67,c1ccc(-c2cc3nc(n2)Nc2ccc(cc2)N2CCOC(CCNCOC3)C2)cc1,17,True,False,True,
CAND_f11ff7167e,v5_5_pocket_guided,JAK2_bb041e75cb,CC(=O)Nc1ccc(-c2nc3nc(c2C)CSCSCCC2CN(CCO2)c2ccc(cc2)N3)cc1,OJMJIJRIKFEQKV-UHFFFAOYSA-N,True,True,True,521.712,5.6868,79.38,2,8,2,0.4455,5.197,c1ccc(-c2cc3nc(n2)Nc2ccc(cc2)N2CCOC(CCSCSC3)C2)cc1,17,True,False,True,
CAND_fd80188ca2,v5_5_pocket_guided,JAK2_bb041e75cb,CC(=O)Nc1ccc2c(c1)CCSCCSCCc1cc(N3CCOCC3)ccc1Nc1ncc(C)c-2n1,ABIGLBGJQVYXAW-UHFFFAOYSA-N,True,True,True,549.766,5.5556,79.38,2,8,2,0.4305,5.038,c1ccc2c(c1)CCSCCSCCc1cc(N3CCOCC3)ccc1Nc1nccc-2n1,16,True,False,True,
CAND_7de9ad38a2,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CNCOC4)cn1,FXQDDBDUMBFXOW-UHFFFAOYSA-N,True,True,True,521.025,3.3946,92.08,2,9,2,0.4123,4.85,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(cc2)N2CCNCC2CNCOC4)c1,15,True,False,True,
CAND_d609b40c0f,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)CC2COCSC4)cn1,KLIIWRCKBWBUAM-UHFFFAOYSA-N,True,True,True,538.077,4.5382,80.05,1,9,2,0.3962,4.945,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(cc2)N2CCNCC2COCSC4)c1,15,True,False,True,
CAND_8963515af2,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CNCOC3)cn1,OFRCCYNSYASZBL-UHFFFAOYSA-N,True,True,True,521.025,3.3946,92.08,2,9,2,0.4123,4.85,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(cc2)N2CCNCC2CNCOC3)c1,17,True,False,True,
CAND_c40fa5398d,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CCNCOC3)cn1,QFXPZTWGLYDMSW-UHFFFAOYSA-N,True,True,True,535.052,3.7847,92.08,2,9,2,0.3983,4.928,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(cc2)N2CCNCC2CCNCOC3)c1,18,True,False,True,
CAND_19a536e3d2,v5_5_pocket_guided,JAK2_155bd54352,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(c(Cl)c1)N1CCN(C)CC1CNCOC2,RFOYRTJXFMGERV-UHFFFAOYSA-N,True,True,True,521.025,3.3946,92.08,2,9,1,0.3915,4.725,c1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CNCOC2,18,True,False,True,
CAND_e4823f5727,v5_5_pocket_guided,JAK2_155bd54352,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(c(Cl)c1)N1CCN(C)CC1CCNCOC2,GKKANVFQHYHUQV-UHFFFAOYSA-N,True,True,True,535.052,3.7847,92.08,2,9,1,0.3782,4.803,c1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CCNCOC2,19,True,False,True,
CAND_73d68e9fba,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)C(CNCOC4)C2)cn1,UGDYWSYWMGTFFJ-UHFFFAOYSA-N,True,True,True,521.025,3.3946,92.08,2,9,2,0.4123,4.85,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(cc2)N2CCNC(CNCOC4)C2)c1,16,True,False,True,
CAND_c78b3e4148,v5_5_pocket_guided,JAK2_155bd54352,CN1CCN(c2ccc3c(c2Cl)COCNCCOc2ccc(cn2)-c2ccc4cnc(nn24)N3)CC1,ZSHQQEKRBFVHRQ-UHFFFAOYSA-N,True,True,True,521.025,3.3962,92.08,2,9,1,0.3915,4.475,c1cc2ncc1-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)cc1COCNCCO2,18,True,False,True,
CAND_9e4ffceec9,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2cc(Cl)c(N3CCN(C)CC3)c(c2)CSCSCC4)cn1,HGMUVFKLDYMHSA-UHFFFAOYSA-N,True,True,True,568.172,5.4287,70.82,1,9,3,0.3488,5.201,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(N3CCNCC3)c(c2)CSCSCC4)c1,13,True,False,True,
CAND_fb3d46d368,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(N3CCN(C)CC3)c(Cl)c2CCSCSCC4)cn1,LXJITOKZDNGFMY-UHFFFAOYSA-N,True,True,True,582.199,5.4712,70.82,1,9,3,0.3389,5.301,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(N3CCNCC3)cc2CCSCSCC4)c1,13,True,False,True,
CAND_b8e4d9515e,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2ccc3c4nc(nn23)Nc2cc(Cl)c(N3CCN(C)CC3)cc2CCSCSCC4)cn1,URQRDTVFZVQJMJ-UHFFFAOYSA-N,True,True,True,582.199,5.4712,70.82,1,9,3,0.3389,5.301,c1cncc(-c2ccc3c4nc(nn23)Nc2ccc(N3CCNCC3)cc2CCSCSCC4)c1,13,True,False,True,
CAND_7c05d32b8d,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CCCC3)cn1,IATKQZPAPNERIJ-UHFFFAOYSA-N,True,True,True,504.038,4.8275,70.82,1,7,3,0.4292,4.631,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)c(c2)CCCC3)c1,13,True,False,True,
CAND_9ba10771de,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CSCOC3)cn1,GHAVHJGFBJWADS-UHFFFAOYSA-N,True,True,True,538.077,4.6696,80.05,1,9,3,0.4007,4.82,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)c(c2)CSCOC3)c1,14,True,False,True,
CAND_efe79e39a5,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CSCOCC3)cn1,LNRNUXFAGMZYHZ-UHFFFAOYSA-N,True,True,True,552.104,4.7121,80.05,1,9,3,0.3891,4.898,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)c(c2)CSCOCC3)c1,15,True,False,True,
CAND_30f572f263,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCN(C)CC4)c(Cl)c2CSCSC3)cn1,KPEWSFMBCRJACF-UHFFFAOYSA-N,True,True,True,554.145,5.3862,70.82,1,9,3,0.3595,5.102,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)cc2CSCSC3)c1,13,True,False,True,
CAND_39ff2db598,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCN(C)CC4)c(Cl)c2CSCSCC3)cn1,PALVQTKSMHOIJS-UHFFFAOYSA-N,True,True,True,568.172,5.4287,70.82,1,9,3,0.3488,5.201,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)cc2CSCSCC3)c1,14,True,False,True,
CAND_047bf215c9,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)cc2CSCSC3)cn1,MQFMYFFIKRGKRM-UHFFFAOYSA-N,True,True,True,554.145,5.3862,70.82,1,9,3,0.3595,5.102,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)cc2CSCSC3)c1,13,True,False,True,
CAND_1e4806b1e8,v5_5_pocket_guided,JAK2_155bd54352,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)cc2CSCSCC3)cn1,HFXXIUVUKNVQLR-UHFFFAOYSA-N,True,True,True,568.172,5.4287,70.82,1,9,3,0.3488,5.201,c1cncc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCNCC4)cc2CSCSCC3)c1,14,True,False,True,
CAND_3dfa95d1a2,v5_5_pocket_guided,JAK2_155bd54352,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1cc(Cl)c(N3CCN(C)CC3)c(c1)CCCC2,BWKMMNSMHVAABC-UHFFFAOYSA-N,True,True,True,504.038,4.8275,70.82,1,7,2,0.4199,4.506,c1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCCC2,14,True,False,True,
CAND_ca7271b53b,v5_5_pocket_guided,JAK2_155bd54352,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1cc(Cl)c(N3CCN(C)CC3)c(c1)CNCOC2,RJHQASWTETWPFK-UHFFFAOYSA-N,True,True,True,521.025,3.526,92.08,2,9,2,0.4115,4.6,c1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CNCOC2,15,True,False,True,
CAND_0c68695d46,v5_5_pocket_guided,JAK2_d4e8488591,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)CCOCOCC2,MLPSQFKJUATNPX-UHFFFAOYSA-N,True,True,True,427.501,4.1894,86.47,2,6,1,0.6082,3.756,c1cc2cc(c1)-c1ccc(s1)Nc1cc(ccn1)CCOCOCC2,17,True,False,True,
CAND_993cf43817,v5_5_pocket_guided,JAK2_d4e8488591,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)COCNCC2,YMHWYCNKXLFQRG-UHFFFAOYSA-N,True,True,True,412.49,3.7199,89.27,3,6,1,0.5669,3.672,c1cc2cc(c1)-c1ccc(s1)Nc1cc(ccn1)CCNCOC2,16,True,False,True,
CAND_f9e5444988,v5_5_pocket_guided,JAK2_d4e8488591,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)COCOCC2,RJRNFDWKOOYJIH-UHFFFAOYSA-N,True,True,True,413.474,4.1469,86.47,2,6,1,0.626,3.678,c1cc2cc(c1)-c1ccc(s1)Nc1cc(ccn1)CCOCOC2,16,True,False,True,
CAND_a556a9df63,v5_5_pocket_guided,JAK2_d4e8488591,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)CCOCOC2,NQZAVPJJVNFYGX-UHFFFAOYSA-N,True,True,True,413.474,4.1469,86.47,2,6,1,0.626,3.678,c1cc2cc(c1)-c1ccc(s1)Nc1ncccc1COCOCC2,15,True,False,True,
CAND_8dcd0c2abd,v5_5_pocket_guided,JAK2_d4e8488591,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)COCOC2,RZONZHIFPATTHF-UHFFFAOYSA-N,True,True,True,399.447,4.1044,86.47,2,6,1,0.6433,3.6,c1cc2cc(c1)-c1ccc(s1)Nc1ncccc1COCOC2,14,True,False,True,
CAND_6e72f84e62,v5_5_pocket_guided,JAK2_d4e8488591,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1CCOCSC2,FDZBGJWOSLJDNM-UHFFFAOYSA-N,True,True,True,429.542,4.8635,77.24,2,6,1,0.5775,3.767,c1ccc2c(c1)CCOCSCc1cccnc1Nc1ccc-2s1,14,True,False,True,
CAND_ce8d15fc15,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@@H](Nc1cc2nc(n1)CSCSCCc1ccn3nc(N)c-2c3n1)c1ccc(F)cc1,IHOHXNOLXVVHNA-QGZVFWFLSA-N,True,True,True,481.626,4.9508,94.02,2,8,4,0.4228,4.881,c1ccc(CNc2cc3nc(n2)CSCSCCc2ccn4ncc-3c4n2)cc1,13,True,False,True,
CAND_7e8acdf14b,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@H]1Nc2cc(ncn2)-c2c(N)nn3ccc(nc23)CNCOCc2cc1ccc2F,YXGADCLVWCLRTK-QGZVFWFLSA-N,True,True,True,434.479,3.0481,115.28,3,8,1,0.4187,4.244,c1cc2cc(c1)COCNCc1ccn3ncc(c3n1)-c1cc(ncn1)NC2,17,True,False,True,
CAND_15a9335668,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@@H](Nc1cc2nc(n1)CSCSCCc1ccnc3c-2c(N)nn13)c1ccc(F)cc1,REWLJVDYOUMKPB-QGZVFWFLSA-N,True,True,True,481.626,4.9508,94.02,2,8,4,0.4228,4.881,c1ccc(CNc2cc3nc(n2)CSCSCCc2ccnc4c-3cnn24)cc1,13,True,False,True,
CAND_1fb5702091,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@H]1Nc2cc(ncn2)-c2c(N)nn3c(ccnc23)CNCOCc2cc1ccc2F,BAHABOTXFGKXDO-QGZVFWFLSA-N,True,True,True,434.479,3.0481,115.28,3,8,1,0.4187,4.244,c1cc2cc(c1)COCNCc1ccnc3c(cnn13)-c1cc(ncn1)NC2,17,True,False,True,
CAND_962906b23f,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@@H](Nc1cc2nc(n1)CSCSCc1cnc3c-2c(N)nn3c1)c1ccc(F)cc1,MLPVRFAFVMMZOU-MRXNPFEDSA-N,True,True,True,467.599,4.9083,94.02,2,8,4,0.4373,4.803,c1ccc(CNc2cc3nc(n2)CSCSCc2cnc4c-3cnn4c2)cc1,13,True,False,True,
CAND_e2374410f0,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@@H](Nc1cc2nc(n1)CCSCSCc1cnc3c-2c(N)nn3c1)c1ccc(F)cc1,VRXWAWMOJOKECW-QGZVFWFLSA-N,True,True,True,481.626,4.9508,94.02,2,8,4,0.4228,4.881,c1ccc(CNc2cc3nc(n2)CCSCSCc2cnc4c-3cnn4c2)cc1,14,True,False,True,
CAND_5f15fcafbf,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@H]1Nc2cc(ncn2)-c2c(N)nn3cc(cnc23)CNCOCc2cc1ccc2F,LCWALUQRTAVRDZ-QGZVFWFLSA-N,True,True,True,434.479,3.0481,115.28,3,8,1,0.4187,4.244,c1cc2cc(c1)COCNCc1cnc3c(cnn3c1)-c1cc(ncn1)NC2,18,True,False,True,
CAND_1641f8e1c6,v5_5_pocket_guided,JAK2_bb43002d12,Cc1cc(Nc2nc3nn4c(ccc24)CCSCSCC2CN3CCN2C(=O)c2ccc(C#N)cc2)n[nH]1,LNAVYESWBNVFLQ-UHFFFAOYSA-N,True,True,True,545.698,3.6871,118.24,2,9,3,0.3973,5.112,O=C(c1ccccc1)N1CCN2CC1CSCSCCc1ccc3c(Nc4cc[nH]n4)nc2nn13,13,True,False,True,
CAND_8b249116f4,v5_5_pocket_guided,JAK2_bb43002d12,Cc1cc(Nc2nc3nn4cc(cc24)CSCSCCC2CN(C(=O)c4ccc(C#N)cc4)CCN32)n[nH]1,YTUZOQPTARYRGS-UHFFFAOYSA-N,True,True,True,545.698,4.0347,118.24,2,9,3,0.3932,5.112,O=C(c1ccccc1)N1CCN2c3nc(Nc4cc[nH]n4)c4cc(cn4n3)CSCSCCC2C1,13,True,False,True,
CAND_6505f7fae8,v5_5_pocket_guided,JAK2_bb43002d12,Cc1cc(Nc2nc3nn4ccc(c24)CSCSCCC2CN(C(=O)c4ccc(C#N)cc4)CCN32)n[nH]1,GPLXSAHRWKQNKM-UHFFFAOYSA-N,True,True,True,545.698,4.0347,118.24,2,9,3,0.3932,5.112,O=C(c1ccccc1)N1CCN2c3nc(Nc4cc[nH]n4)c4c(ccn4n3)CSCSCCC2C1,13,True,False,True,
CAND_96365819ec,v5_5_pocket_guided,JAK2_bfebc14fe9,CN1c2ncccc2-c2ccc3c(nc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)COCOCCS1(=O)=O,FRGJELCWHFRBTP-UHFFFAOYSA-N,True,True,True,606.709,2.4699,157.28,2,10,5,0.3458,5.451,O=S1(=O)CCOCOCc2nc(Nc3ccc(C4CCNCC4)cc3)nn3c(ccc23)-c2cccnc2N1,14,True,False,True,
CAND_e31092dadf,v5_5_pocket_guided,JAK2_bfebc14fe9,CN1c2ncccc2-c2ccc3c(nc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)CCOCOCCS1(=O)=O,RUSJMCIQMMIURV-UHFFFAOYSA-N,True,True,True,620.736,2.5124,157.28,2,10,5,0.3398,5.529,O=S1(=O)CCOCOCCc2nc(Nc3ccc(C4CCNCC4)cc3)nn3c(ccc23)-c2cccnc2N1,15,True,False,True,
CAND_d64ca99774,v5_5_pocket_guided,JAK2_2e8eed6911,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNC2,LPLFEFSDGAFNDS-UHFFFAOYSA-N,True,True,True,527.629,3.3905,119.04,3,8,4,0.3696,4.887,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(C3CCNCC3)c(c1)COCNC2,16,True,False,True,
CAND_0e4a71ecf2,v5_5_pocket_guided,JAK2_2e8eed6911,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)CSCOC2,KQVCDADNCXHUCO-UHFFFAOYSA-N,True,True,True,544.681,4.5341,107.01,2,8,4,0.3859,4.982,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(C3CCNCC3)c(c1)CSCOC2,16,True,False,True,
CAND_ca30483579,v5_5_pocket_guided,JAK2_2e8eed6911,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNCC2,PTNUAEFSFBNOGR-UHFFFAOYSA-N,True,True,True,541.656,3.433,119.04,3,8,4,0.3597,4.965,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(C3CCNCC3)c(c1)COCNCC2,17,True,False,True,
CAND_610f7f38c1,v5_5_pocket_guided,JAK2_2e8eed6911,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)CSCOCC2,VNTFHMFGBVCNAE-UHFFFAOYSA-N,True,True,True,558.708,4.5766,107.01,2,8,4,0.3751,5.059,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(C3CCNCC3)c(c1)CSCOCC2,17,True,False,True,
CAND_8b442635ee,v5_5_pocket_guided,JAK2_2e8eed6911,COc1cc2ccc1-c1ccc3c(nc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn13)CCCSCCSCCC2,RYQSBIJCUIDCHL-UHFFFAOYSA-N,True,True,True,630.884,6.1584,97.78,2,8,6,0.2616,6.29,c1cc2ccc1CCCSCCSCCCc1nc(Nc3ccc(C4CCNCC4)cc3)nn3c-2ccc13,18,True,False,True,
CAND_730652f3ed,v5_5_pocket_guided,JAK2_2e8eed6911,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNC2,WSVMVRMMCLHBNV-UHFFFAOYSA-N,True,True,True,527.629,3.3905,119.04,3,8,4,0.3696,4.887,c1cc2ccc1CNCOCc1cc(ccc1C1CCNCC1)Nc1ncc3ccc-2n3n1,17,True,False,True,
CAND_512a664d8c,v5_5_pocket_guided,JAK2_2e8eed6911,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNCC2,UTUPRZJHIKUXBT-UHFFFAOYSA-N,True,True,True,541.656,3.433,119.04,3,8,4,0.3597,4.965,c1cc2ccc1CCNCOCc1cc(ccc1C1CCNCC1)Nc1ncc3ccc-2n3n1,18,True,False,True,
CAND_a73b261e28,v5_5_pocket_guided,JAK2_2e8eed6911,COc1ccccc1-c1ccc2c3nc(nn12)Nc1ccc(C2CCN(CC(N)=O)CC2)c(c1)CSCSCC3,XRGFBBGNHUGMKV-UHFFFAOYSA-N,True,True,True,574.776,5.2932,97.78,2,8,5,0.3318,5.42,c1ccc(-c2ccc3c4nc(nn23)Nc2ccc(C3CCNCC3)c(c2)CSCSCC4)cc1,13,True,False,True,
