candidate_id,safety_proxy_score,main_risk
CAND_429aac4dde,1.0,no_major_descriptor_risk
CAND_01c8bfd6ca,1.0,no_major_descriptor_risk
CAND_dc0ba5c192,1.0,no_major_descriptor_risk
CAND_21524808dc,1.0,no_major_descriptor_risk
CAND_16f4a5cefa,1.0,no_major_descriptor_risk
CAND_8f8d552257,1.0,no_major_descriptor_risk
CAND_12aa6d80ad,1.0,no_major_descriptor_risk
CAND_54b3789dd7,1.0,no_major_descriptor_risk
CAND_bfc4028155,1.0,no_major_descriptor_risk
CAND_eb70d11a95,1.0,no_major_descriptor_risk
CAND_457ffeadb2,1.0,no_major_descriptor_risk
CAND_95d7c2f3f9,1.0,veber_fail
CAND_5b2ae00f2a,1.0,1_lipinski_violations;veber_fail
CAND_d0a503d8fc,1.0,1_lipinski_violations
CAND_70352da8fd,1.0,1_lipinski_violations
CAND_f2d2300b3a,1.0,veber_fail
CAND_3ae23284d4,1.0,1_lipinski_violations;veber_fail
CAND_deb4a44b92,1.0,1_lipinski_violations
CAND_88483e51ad,1.0,no_major_descriptor_risk
CAND_336d058e46,1.0,1_lipinski_violations
CAND_3df2182a25,1.0,no_major_descriptor_risk
CAND_86888a151b,1.0,veber_fail
CAND_6f60aa28e9,1.0,1_lipinski_violations
CAND_ad2c0f12d0,1.0,no_major_descriptor_risk
CAND_25835c868c,1.0,1_lipinski_violations
CAND_6d30732c1c,1.0,1_lipinski_violations;veber_fail
CAND_ad23ea1c2c,1.0,1_lipinski_violations
CAND_d7a0660828,1.0,no_major_descriptor_risk
CAND_87a937c65a,1.0,1_lipinski_violations;veber_fail
CAND_84b88b9bc8,1.0,no_major_descriptor_risk
CAND_fd7adc3514,1.0,no_major_descriptor_risk
CAND_eaefd8b632,1.0,no_major_descriptor_risk
CAND_7d0a5bde2c,1.0,no_major_descriptor_risk
CAND_d7cbde2d84,1.0,no_major_descriptor_risk
CAND_395a83733f,1.0,no_major_descriptor_risk
CAND_388f388d00,1.0,no_major_descriptor_risk
CAND_6efc5a9034,1.0,no_major_descriptor_risk
CAND_6b79cdc3df,1.0,no_major_descriptor_risk
CAND_aab523eb46,1.0,no_major_descriptor_risk
CAND_c36fc63ebc,1.0,no_major_descriptor_risk
CAND_5fd346b7a8,1.0,no_major_descriptor_risk
CAND_463960bec6,1.0,no_major_descriptor_risk
CAND_a8241d348f,1.0,no_major_descriptor_risk
CAND_2c8d8ee074,1.0,no_major_descriptor_risk
CAND_c5faa50a42,1.0,no_major_descriptor_risk
CAND_aeb4d80854,1.0,no_major_descriptor_risk
CAND_2638b720ea,1.0,no_major_descriptor_risk
CAND_787ce8892d,1.0,veber_fail
CAND_45f197ae3d,1.0,no_major_descriptor_risk
CAND_39d3eb0bd1,1.0,1_lipinski_violations;veber_fail
CAND_caab0e3f86,1.0,no_major_descriptor_risk
CAND_ad8602e83c,1.0,no_major_descriptor_risk
CAND_57aeddcc5f,1.0,no_major_descriptor_risk
CAND_cea52e6b70,1.0,2_lipinski_violations
CAND_b947aec122,1.0,no_major_descriptor_risk
CAND_40b6c97ba2,1.0,no_major_descriptor_risk
CAND_16675ad5b2,1.0,no_major_descriptor_risk
CAND_83d761efeb,1.0,no_major_descriptor_risk
CAND_8ced6a8186,1.0,no_major_descriptor_risk
CAND_62718e0971,1.0,no_major_descriptor_risk
CAND_9cf4869dd5,1.0,no_major_descriptor_risk
CAND_f437f6d89a,1.0,no_major_descriptor_risk
CAND_f4c51e432b,1.0,no_major_descriptor_risk
CAND_baa5adbe3b,1.0,no_major_descriptor_risk
CAND_389b0bd48c,1.0,no_major_descriptor_risk
CAND_127ab9a6da,1.0,no_major_descriptor_risk
CAND_8e8ae2652f,1.0,no_major_descriptor_risk
CAND_03964746e5,1.0,no_major_descriptor_risk
CAND_318e48ce20,1.0,no_major_descriptor_risk
CAND_78368c7901,1.0,no_major_descriptor_risk
CAND_92c8c66d5e,1.0,no_major_descriptor_risk
CAND_29982a008c,1.0,no_major_descriptor_risk
CAND_aefe185694,1.0,no_major_descriptor_risk
CAND_03abc0c2b1,1.0,no_major_descriptor_risk
CAND_0224bd2937,1.0,no_major_descriptor_risk
CAND_d2a7510685,1.0,no_major_descriptor_risk
CAND_b395d80db2,1.0,no_major_descriptor_risk
CAND_0e3fc8e798,1.0,no_major_descriptor_risk
CAND_d09aeeeeae,1.0,no_major_descriptor_risk
CAND_997f9cb188,1.0,no_major_descriptor_risk
CAND_3e4546e58d,1.0,no_major_descriptor_risk
CAND_831dd8b5ae,1.0,no_major_descriptor_risk
CAND_367b0bb41b,1.0,no_major_descriptor_risk
CAND_60014c3c69,1.0,no_major_descriptor_risk
CAND_36141b5abb,1.0,no_major_descriptor_risk
CAND_705dfac7db,1.0,no_major_descriptor_risk
CAND_ee25a26323,1.0,no_major_descriptor_risk
CAND_abbfe6b7e7,1.0,no_major_descriptor_risk
CAND_43a0cbe197,1.0,1_lipinski_violations
CAND_232732335c,1.0,no_major_descriptor_risk
CAND_a36c03bfb1,1.0,1_lipinski_violations
CAND_20cb32be46,1.0,1_lipinski_violations
CAND_5fb21f9000,1.0,1_lipinski_violations
CAND_f929e3b400,1.0,1_lipinski_violations
CAND_b99ad142b1,1.0,2_lipinski_violations
CAND_2586b394fa,1.0,1_lipinski_violations;veber_fail
CAND_bc2eb1b5fa,1.0,no_major_descriptor_risk
CAND_e6a938f9a0,1.0,no_major_descriptor_risk
CAND_baa376c0dd,1.0,no_major_descriptor_risk
CAND_f169596727,1.0,no_major_descriptor_risk
CAND_fc294c63f6,1.0,no_major_descriptor_risk
CAND_435eaf1872,1.0,no_major_descriptor_risk
CAND_6a3c9334b8,1.0,no_major_descriptor_risk
CAND_9d75308b45,1.0,no_major_descriptor_risk
CAND_bc25cf8d1d,1.0,no_major_descriptor_risk
CAND_27cad9f8da,1.0,no_major_descriptor_risk
CAND_1a1d3a703d,1.0,no_major_descriptor_risk
CAND_6de59c18c7,1.0,no_major_descriptor_risk
CAND_e6d041091b,1.0,no_major_descriptor_risk
CAND_645fdf9cf8,1.0,no_major_descriptor_risk
CAND_ccf270f33b,1.0,no_major_descriptor_risk
CAND_62a82bbd2d,1.0,no_major_descriptor_risk
CAND_1e3a57164b,1.0,no_major_descriptor_risk
CAND_323ae8bb99,1.0,no_major_descriptor_risk
CAND_f0651a9cfd,1.0,no_major_descriptor_risk
CAND_a5703c232e,1.0,no_major_descriptor_risk
CAND_87b36b5c7f,1.0,1_lipinski_violations
CAND_8088ec5a6a,1.0,1_lipinski_violations
CAND_af77f3263b,1.0,1_lipinski_violations
CAND_1934008e8c,1.0,1_lipinski_violations
CAND_532a441264,1.0,2_lipinski_violations;veber_fail
CAND_2c9dc917e3,1.0,1_lipinski_violations
CAND_f4562efd55,1.0,1_lipinski_violations
CAND_c915f8627d,1.0,1_lipinski_violations
CAND_fb49b55677,1.0,1_lipinski_violations
CAND_8543810958,1.0,1_lipinski_violations
CAND_f77280de93,1.0,1_lipinski_violations
CAND_49a4c47971,1.0,veber_fail
CAND_1cc95fb461,1.0,no_major_descriptor_risk
CAND_7b27b9c5bb,1.0,no_major_descriptor_risk
CAND_e0bac0032c,1.0,no_major_descriptor_risk
CAND_d28438001f,1.0,no_major_descriptor_risk
CAND_639597613a,1.0,no_major_descriptor_risk
CAND_f8867ac106,1.0,veber_fail
CAND_0be8e8e274,1.0,no_major_descriptor_risk
CAND_8ce6d41a2c,1.0,no_major_descriptor_risk
CAND_2333b40a1e,1.0,no_major_descriptor_risk
CAND_d8529cee66,1.0,no_major_descriptor_risk
CAND_352e3089bd,1.0,no_major_descriptor_risk
CAND_5ca141b9c7,1.0,no_major_descriptor_risk
CAND_de961426ef,1.0,veber_fail
CAND_47dc109f3d,1.0,no_major_descriptor_risk
CAND_873cf6d9d6,1.0,no_major_descriptor_risk
CAND_d7b714021b,1.0,no_major_descriptor_risk
CAND_7730b3e373,1.0,no_major_descriptor_risk
CAND_dc85b912b6,1.0,no_major_descriptor_risk
CAND_f3da04b434,1.0,1_lipinski_violations
CAND_1d80dd5492,1.0,no_major_descriptor_risk
CAND_bc644d80a9,1.0,no_major_descriptor_risk
CAND_6eee161d1c,1.0,no_major_descriptor_risk
CAND_27e700626f,1.0,no_major_descriptor_risk
CAND_d3ced9bd3e,1.0,no_major_descriptor_risk
CAND_a03e58906a,1.0,no_major_descriptor_risk
CAND_cdb29b5936,1.0,no_major_descriptor_risk
CAND_c69813fe93,1.0,no_major_descriptor_risk
CAND_e39c68c1d0,1.0,no_major_descriptor_risk
CAND_a51b19d980,1.0,no_major_descriptor_risk
CAND_c768dbc2e5,1.0,no_major_descriptor_risk
CAND_ad3b4145c3,1.0,no_major_descriptor_risk
CAND_6b207bd5cf,1.0,no_major_descriptor_risk
CAND_cf667f0279,1.0,no_major_descriptor_risk
CAND_90a56ce4dc,1.0,veber_fail
CAND_db06f75809,1.0,no_major_descriptor_risk
CAND_ac53bfa9ee,1.0,no_major_descriptor_risk
CAND_2ad61026cf,1.0,veber_fail
CAND_3856766834,1.0,no_major_descriptor_risk
CAND_7cc4831428,1.0,no_major_descriptor_risk
CAND_0b7d5011f9,1.0,no_major_descriptor_risk
CAND_dbec313029,1.0,no_major_descriptor_risk
CAND_9a8590793b,1.0,no_major_descriptor_risk
CAND_80061c131e,1.0,no_major_descriptor_risk
CAND_8e142159e9,1.0,1_lipinski_violations
CAND_87103df465,1.0,no_major_descriptor_risk
CAND_792431b4c1,1.0,no_major_descriptor_risk
CAND_6089dc8ff5,1.0,no_major_descriptor_risk
CAND_b76473a111,1.0,no_major_descriptor_risk
CAND_9212487f38,1.0,no_major_descriptor_risk
CAND_c1a889a6b3,1.0,no_major_descriptor_risk
CAND_43b9ecbc1a,1.0,no_major_descriptor_risk
CAND_300b55cc84,1.0,no_major_descriptor_risk
CAND_accb973151,1.0,no_major_descriptor_risk
CAND_bf3c3eaff9,1.0,no_major_descriptor_risk
CAND_2975d39b6a,1.0,no_major_descriptor_risk
CAND_196dfff212,1.0,1_lipinski_violations
CAND_cd934e22fa,1.0,veber_fail
CAND_45009584c0,1.0,no_major_descriptor_risk
CAND_5a54fe8e7d,1.0,no_major_descriptor_risk
CAND_0ec54935a6,1.0,no_major_descriptor_risk
CAND_604c04c34e,1.0,no_major_descriptor_risk
CAND_3cee2f7224,1.0,1_lipinski_violations
CAND_1ec78a43a4,1.0,no_major_descriptor_risk
CAND_faa89235f7,1.0,no_major_descriptor_risk
CAND_bf1bed9cef,1.0,no_major_descriptor_risk
CAND_e1a4b33103,1.0,no_major_descriptor_risk
CAND_439a8fec5f,1.0,no_major_descriptor_risk
CAND_9dcdbe0544,1.0,no_major_descriptor_risk
CAND_eabb68c726,1.0,no_major_descriptor_risk
CAND_2516aa57f8,1.0,no_major_descriptor_risk
CAND_b6499b9925,1.0,no_major_descriptor_risk
CAND_5ac9c45dba,1.0,veber_fail
CAND_66b632db45,1.0,no_major_descriptor_risk
CAND_d8535efc50,1.0,no_major_descriptor_risk
CAND_ec5ecaf13e,1.0,no_major_descriptor_risk
CAND_425ad7d019,1.0,veber_fail
CAND_f9d7ead0eb,1.0,no_major_descriptor_risk
CAND_0ba1ff5f9e,1.0,no_major_descriptor_risk
CAND_5bcd4c7daf,1.0,no_major_descriptor_risk
CAND_10a142b11e,1.0,veber_fail
CAND_56c308359e,1.0,no_major_descriptor_risk
CAND_dad5236b95,1.0,no_major_descriptor_risk
CAND_2e1f5bbf1e,1.0,veber_fail
CAND_cee3a7acb6,1.0,no_major_descriptor_risk
CAND_57ed7d3223,1.0,no_major_descriptor_risk
CAND_53dd7c868e,1.0,no_major_descriptor_risk
CAND_1dc4604721,1.0,no_major_descriptor_risk
CAND_81f71a2d4b,1.0,no_major_descriptor_risk
CAND_a69965504e,1.0,no_major_descriptor_risk
CAND_ab9a07585e,1.0,no_major_descriptor_risk
CAND_68664579d9,1.0,no_major_descriptor_risk
CAND_73dbfa90e8,1.0,no_major_descriptor_risk
CAND_999b776d0e,1.0,no_major_descriptor_risk
CAND_b8436c5440,1.0,no_major_descriptor_risk
CAND_a7451effdd,1.0,no_major_descriptor_risk
CAND_e0b4457ea4,1.0,no_major_descriptor_risk
CAND_afd50ddcb7,1.0,no_major_descriptor_risk
CAND_a32befc2a8,1.0,no_major_descriptor_risk
CAND_e745864709,1.0,no_major_descriptor_risk
CAND_16014bae8e,1.0,no_major_descriptor_risk
CAND_7ec681f418,1.0,1_lipinski_violations
CAND_938f68db17,1.0,no_major_descriptor_risk
CAND_c0bc0bf55f,1.0,1_lipinski_violations
CAND_836bea1c56,1.0,no_major_descriptor_risk
CAND_4b58448ce5,1.0,no_major_descriptor_risk
CAND_bed18191c0,1.0,no_major_descriptor_risk
CAND_90aa1d76c0,1.0,no_major_descriptor_risk
CAND_5855e47ac2,1.0,no_major_descriptor_risk
CAND_28b109704e,1.0,no_major_descriptor_risk
CAND_205d487531,1.0,no_major_descriptor_risk
CAND_dea4c588ae,1.0,1_lipinski_violations
CAND_ef9854693b,1.0,no_major_descriptor_risk
CAND_0ba6b219b4,1.0,1_lipinski_violations;veber_fail
CAND_4490dc0a57,1.0,no_major_descriptor_risk
CAND_acb36aa86b,1.0,1_lipinski_violations;veber_fail
CAND_7fa3d6570f,1.0,no_major_descriptor_risk
CAND_f6ead77590,1.0,1_lipinski_violations;veber_fail
CAND_cc525db4be,1.0,no_major_descriptor_risk
CAND_b3f190902b,1.0,no_major_descriptor_risk
CAND_99bf798473,1.0,1_lipinski_violations
CAND_9e25564517,1.0,no_major_descriptor_risk
CAND_2cae29ecc5,1.0,no_major_descriptor_risk
CAND_81484c022b,1.0,no_major_descriptor_risk
CAND_de65f5d552,1.0,no_major_descriptor_risk
CAND_6f37cf9c09,1.0,no_major_descriptor_risk
CAND_b9793baf5c,1.0,no_major_descriptor_risk
CAND_78ba184e1c,1.0,no_major_descriptor_risk
CAND_7a040ba6a1,1.0,no_major_descriptor_risk
CAND_8a2216ea0f,1.0,no_major_descriptor_risk
CAND_b171670fd4,1.0,no_major_descriptor_risk
CAND_1e41b006b0,1.0,no_major_descriptor_risk
CAND_b64dac7057,1.0,no_major_descriptor_risk
CAND_64b0556686,1.0,no_major_descriptor_risk
CAND_f638f4e1fc,1.0,no_major_descriptor_risk
CAND_36cb2b5c70,1.0,no_major_descriptor_risk
CAND_2e2292fcd9,1.0,no_major_descriptor_risk
CAND_5b93b42b39,1.0,no_major_descriptor_risk
CAND_a34f95ae60,1.0,no_major_descriptor_risk
CAND_61d4466246,1.0,no_major_descriptor_risk
CAND_bd9a5bcc10,1.0,no_major_descriptor_risk
CAND_52d2563d8a,1.0,veber_fail
CAND_d7ee43e669,1.0,veber_fail
CAND_e111064908,1.0,no_major_descriptor_risk
CAND_4dbb8219ec,1.0,no_major_descriptor_risk
CAND_5cfb4a31f7,1.0,1_lipinski_violations
CAND_b6804bbf20,1.0,no_major_descriptor_risk
CAND_bdc015b966,1.0,no_major_descriptor_risk
CAND_55eb6c5626,1.0,no_major_descriptor_risk
CAND_95a0601a21,1.0,no_major_descriptor_risk
CAND_086cf6b22c,1.0,no_major_descriptor_risk
CAND_b124b4893b,1.0,no_major_descriptor_risk
CAND_0688ec305d,1.0,no_major_descriptor_risk
CAND_5b2ed42749,1.0,no_major_descriptor_risk
CAND_b8be487a47,1.0,no_major_descriptor_risk
CAND_48aa5d7ff0,1.0,no_major_descriptor_risk
CAND_1add61a012,1.0,no_major_descriptor_risk
CAND_b91e20d57a,1.0,no_major_descriptor_risk
CAND_16b0548119,1.0,no_major_descriptor_risk
CAND_920721ba09,1.0,no_major_descriptor_risk
CAND_567fb9b858,1.0,no_major_descriptor_risk
CAND_24a41a2694,1.0,no_major_descriptor_risk
CAND_b9bcdd3ee3,1.0,no_major_descriptor_risk
CAND_2d244c3669,1.0,no_major_descriptor_risk
CAND_8894dc9e0d,1.0,no_major_descriptor_risk
CAND_7c07c45d3c,1.0,no_major_descriptor_risk
CAND_a61534eaa0,1.0,no_major_descriptor_risk
CAND_8fc4d597e8,1.0,no_major_descriptor_risk
CAND_aec6e98121,1.0,no_major_descriptor_risk
CAND_7912f70d52,1.0,no_major_descriptor_risk
CAND_e696063a19,1.0,no_major_descriptor_risk
CAND_07cdfe04de,1.0,no_major_descriptor_risk
CAND_0007a74c99,1.0,no_major_descriptor_risk
CAND_2e587ad70d,1.0,no_major_descriptor_risk
CAND_4d7ae15889,1.0,no_major_descriptor_risk
CAND_856eb03bfa,1.0,no_major_descriptor_risk
CAND_e634a9f88b,1.0,no_major_descriptor_risk
CAND_de4a226007,1.0,no_major_descriptor_risk
CAND_23877eac17,1.0,no_major_descriptor_risk
CAND_950c0794b8,1.0,no_major_descriptor_risk
CAND_8c4edf64cc,1.0,no_major_descriptor_risk
CAND_7b496d9561,1.0,no_major_descriptor_risk
CAND_23f2211783,1.0,no_major_descriptor_risk
CAND_68220d54a3,1.0,no_major_descriptor_risk
CAND_9451c6445f,1.0,no_major_descriptor_risk
CAND_1f80833c9b,1.0,no_major_descriptor_risk
CAND_842407f521,1.0,no_major_descriptor_risk
CAND_cf7a18b2b7,1.0,no_major_descriptor_risk
CAND_df3f25bbdc,1.0,no_major_descriptor_risk
CAND_fc2b23f419,1.0,no_major_descriptor_risk
CAND_2f6ea702b4,1.0,no_major_descriptor_risk
CAND_8140f479ff,1.0,no_major_descriptor_risk
CAND_e39aa0e4be,1.0,no_major_descriptor_risk
CAND_5bc0cc2087,1.0,no_major_descriptor_risk
CAND_6b002957c5,1.0,no_major_descriptor_risk
CAND_7107131cb8,1.0,no_major_descriptor_risk
CAND_628eb3c7b6,1.0,no_major_descriptor_risk
CAND_8707636f6f,1.0,no_major_descriptor_risk
CAND_a686c04f11,1.0,no_major_descriptor_risk
CAND_71130b25f7,1.0,no_major_descriptor_risk
CAND_deeaf87f44,1.0,no_major_descriptor_risk
CAND_6968bfec57,1.0,no_major_descriptor_risk
CAND_cde5e76002,1.0,no_major_descriptor_risk
CAND_e950626719,1.0,no_major_descriptor_risk
CAND_d577892d86,1.0,1_lipinski_violations
CAND_c6189e7dcf,1.0,1_lipinski_violations;veber_fail
CAND_8410dc5bfb,1.0,1_lipinski_violations;veber_fail
CAND_11f53ac492,1.0,1_lipinski_violations;veber_fail
CAND_8781109d93,1.0,1_lipinski_violations
CAND_c3c46b343c,1.0,1_lipinski_violations;veber_fail
CAND_bcfbe915b3,1.0,1_lipinski_violations
CAND_1ffc64d607,1.0,1_lipinski_violations
CAND_a7dde935c7,1.0,1_lipinski_violations
CAND_d1b8fc749c,1.0,1_lipinski_violations
CAND_58c169693f,1.0,1_lipinski_violations
CAND_9621ee2edf,1.0,no_major_descriptor_risk
CAND_655ade9d3d,1.0,veber_fail
CAND_089c208edf,1.0,1_lipinski_violations
CAND_568b594c42,1.0,1_lipinski_violations;veber_fail
CAND_450f1eea55,1.0,1_lipinski_violations
CAND_2ff20ea6c3,1.0,1_lipinski_violations;veber_fail
CAND_32d9e3e9da,1.0,2_lipinski_violations;veber_fail
CAND_22a0602207,1.0,1_lipinski_violations
CAND_75f5516b87,1.0,no_major_descriptor_risk
CAND_f5e0e8639b,1.0,no_major_descriptor_risk
CAND_c71aa58420,1.0,1_lipinski_violations
CAND_179db4d071,1.0,1_lipinski_violations;veber_fail
CAND_a65f2be2de,1.0,no_major_descriptor_risk
CAND_34d30ab507,1.0,no_major_descriptor_risk
CAND_b1c952283b,1.0,no_major_descriptor_risk
CAND_764d7e347a,1.0,no_major_descriptor_risk
CAND_79a14885c3,1.0,no_major_descriptor_risk
CAND_d315f2060a,1.0,no_major_descriptor_risk
CAND_c33bb7d215,1.0,no_major_descriptor_risk
CAND_cd21e4b808,1.0,no_major_descriptor_risk
CAND_884fc75a06,1.0,no_major_descriptor_risk
CAND_b0070a153d,1.0,veber_fail
CAND_5824f7e078,1.0,no_major_descriptor_risk
CAND_01138d3eb8,1.0,no_major_descriptor_risk
CAND_bf66a03596,1.0,no_major_descriptor_risk
CAND_83735d5467,1.0,no_major_descriptor_risk
CAND_9e05eb50ff,1.0,veber_fail
CAND_c313e39983,1.0,no_major_descriptor_risk
CAND_15fa180551,1.0,no_major_descriptor_risk
CAND_749528f319,1.0,no_major_descriptor_risk
CAND_d78c5cc3c0,1.0,no_major_descriptor_risk
CAND_6c16e54679,1.0,no_major_descriptor_risk
CAND_a03fbbd37a,1.0,no_major_descriptor_risk
CAND_dba0ecec92,1.0,no_major_descriptor_risk
CAND_1789512dac,1.0,no_major_descriptor_risk
CAND_1f3769e424,1.0,veber_fail
CAND_3a5ce7beec,1.0,no_major_descriptor_risk
CAND_d6bac24f33,1.0,no_major_descriptor_risk
CAND_dd51876fa8,1.0,no_major_descriptor_risk
CAND_95cea066ad,1.0,no_major_descriptor_risk
CAND_43ad34cb2a,1.0,no_major_descriptor_risk
CAND_e9b35bb4a5,1.0,no_major_descriptor_risk
CAND_f5d2b2c9c5,1.0,no_major_descriptor_risk
CAND_c0269e304d,1.0,no_major_descriptor_risk
CAND_efcc99d5da,1.0,no_major_descriptor_risk
CAND_c9640dfede,1.0,veber_fail
CAND_ba035cc35a,1.0,no_major_descriptor_risk
CAND_1efa6c7116,1.0,no_major_descriptor_risk
CAND_f67c5e1946,1.0,veber_fail
CAND_c9d7dfb4e4,1.0,no_major_descriptor_risk
CAND_443c26524f,1.0,no_major_descriptor_risk
CAND_50e0922847,1.0,no_major_descriptor_risk
CAND_ce6bc6de1f,1.0,veber_fail
CAND_f3fd3d5ca2,1.0,1_lipinski_violations;veber_fail
CAND_560b7ff0ed,1.0,no_major_descriptor_risk
CAND_4b5f710216,1.0,no_major_descriptor_risk
CAND_cd0ef0dc7c,1.0,no_major_descriptor_risk
CAND_2563943cd0,1.0,no_major_descriptor_risk
CAND_2872c59cd7,1.0,no_major_descriptor_risk
CAND_7687f8e564,1.0,no_major_descriptor_risk
CAND_f31c90b6e2,1.0,no_major_descriptor_risk
CAND_4bb2c766ac,1.0,no_major_descriptor_risk
CAND_78742d3bb4,1.0,no_major_descriptor_risk
CAND_9dd2ff53aa,1.0,no_major_descriptor_risk
CAND_6c87089749,1.0,no_major_descriptor_risk
CAND_e456e84e74,1.0,no_major_descriptor_risk
CAND_a4790d534e,1.0,no_major_descriptor_risk
CAND_8e1f1bf521,1.0,no_major_descriptor_risk
CAND_e26332d2f0,1.0,no_major_descriptor_risk
CAND_3ae3c455a5,1.0,no_major_descriptor_risk
CAND_2a3eff304d,1.0,no_major_descriptor_risk
CAND_564811f921,1.0,no_major_descriptor_risk
CAND_c13406d6f1,1.0,no_major_descriptor_risk
CAND_8f55b07da4,1.0,no_major_descriptor_risk
CAND_0bc5961c42,1.0,no_major_descriptor_risk
CAND_dc686ebc14,1.0,no_major_descriptor_risk
CAND_8d1817ed9a,1.0,no_major_descriptor_risk
CAND_b06b20e620,1.0,no_major_descriptor_risk
CAND_3a3bad5f65,1.0,no_major_descriptor_risk
CAND_8c2bb32df4,1.0,no_major_descriptor_risk
CAND_5c7921c640,1.0,no_major_descriptor_risk
CAND_a09c731743,1.0,no_major_descriptor_risk
CAND_c3fc4c0133,1.0,no_major_descriptor_risk
CAND_9460f44f81,1.0,no_major_descriptor_risk
CAND_34eb768b78,1.0,no_major_descriptor_risk
CAND_acdcf68c51,1.0,no_major_descriptor_risk
CAND_f57da70d7b,1.0,no_major_descriptor_risk
CAND_19676fd543,1.0,no_major_descriptor_risk
CAND_5b9921072e,1.0,no_major_descriptor_risk
CAND_f7c35d4742,1.0,veber_fail
