candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes,best_score,qed_admet,sa_score_admet,mw_admet,logp_admet,tpsa_admet,hbd_admet,hba_admet,rotatable_bonds_admet,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk,pose_score,pose_decision,contacts_within_4A,hard_clashes_lt_1_8A,smiles,docking_score,diversity_cluster,docking_score_scaled,novelty_score,final_weighted_score,rank,decision,diverse_rank,selection_tier
CAND_d7042ec02b,macrocycle_linker,JAK2_eb0f359259,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)CNCCO3)s1,LOAGGVZXDYHUQA-JTQLQIEISA-N,True,True,True,402.459,2.5693,109.77,3,10,2,0.5955,3.991,c1cc2nc(n1)CNc1nc(Nc3nccs3)cc(n1)OCCNC2,13,True,False,True,macrocycle_bridge_aza_path9_ring12,-7.497,0.5955,3.991,402.459,2.5693,109.77,3,10,2,0,True,0.817975,0.667667,1.0,no_major_descriptor_risk,0.5,,,,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)CNCCO3)s1,-7.497,scaffold_8a05456a,0.7015901060070672,1.0,0.734302,11,backup_candidate,11,backup_candidate
CAND_2b6e6df8b8,macrocycle_linker,JAK2_0363b39a60,N#CC[C@@H]1C2CCCC2CCNCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,VDQMFHBPWOGLFL-JFUPDXTOSA-N,True,True,True,375.48,3.2283,95.21,2,5,1,0.6808,4.417,c1cc2c3nc(nc2[nH]1)CCNCCC1CCCC1Cn1cc-3cn1,14,True,False,True,macrocycle_bridge_aza_path8_ring13,-7.472,0.6808,4.417,375.48,3.2283,95.21,2,5,1,0,True,0.85636,0.620333,1.0,no_major_descriptor_risk,0.5,,,,N#CC[C@@H]1C2CCCC2CCNCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,-7.472,scaffold_606cf99c,0.6971731448763252,1.0,0.733333,12,backup_candidate,12,backup_candidate
CAND_bc25cf8d1d,selfies,JAK2_364f20ca75,COc1ccccc1-c1ccc2n1NC=C(F)C(N1CCN(C)CC1)=CC=CNCN=C2,OKJWFRLOABWWJB-UHFFFAOYSA-N,True,True,True,436.535,3.1427,57.06,2,6,3,0.7744,4.056,C1=CNCN=Cc2ccc(-c3ccccc3)n2NC=CC(N2CCNCC2)=C1,13,True,False,True,selfies_token_mutation,-7.207,0.7744,4.056,436.535,3.1427,57.06,2,6,3,0,True,0.89848,0.660444,1.0,no_major_descriptor_risk,0.5,,,,COc1ccccc1-c1ccc2n1NC=C(F)C(N1CCN(C)CC1)=CC=CNCN=C2,-7.207,scaffold_1c1180d4,0.6503533568904594,1.0,0.731386,13,backup_candidate,13,backup_candidate
CAND_f3d4556a8b,selfies,JAK2_725776d8f2,O=C(Cc1ccccc1)N1CC=Nn2cccc2C2=CCC2C=NCC1,AVCUCXLMZDZFTD-UHFFFAOYSA-N,True,True,True,346.434,2.881,49.96,0,3,2,0.8248,3.7,O=C(Cc1ccccc1)N1CC=Nn2cccc2C2=CCC2C=NCC1,12,True,False,True,selfies_token_mutation,-7.029,0.8248,3.7,346.434,2.881,49.96,0,3,2,0,True,0.92116,0.7,1.0,no_major_descriptor_risk,0.5,,,,O=C(Cc1ccccc1)N1CC=Nn2cccc2C2=CCC2C=NCC1,-7.029,scaffold_f3d4556a,0.618904593639576,1.0,0.730849,14,backup_candidate,14,backup_candidate
CAND_5e5838b904,macrocycle_linker,JAK2_050c16628f,Cc1cc(Nc2nc3cnc2CCOCc2nc(ccc2F)[C@H](C)N3)n[nH]1,AOZHMQSZGNXZOR-NSHDSACASA-N,True,True,True,369.404,3.0316,100.64,3,7,2,0.6382,4.008,c1cc2nc(c1)COCCc1ncc(nc1Nc1cc[nH]n1)NC2,13,True,False,True,macrocycle_bridge_oxa_path8_ring12,-7.359,0.6382,4.008,369.404,3.0316,100.64,3,7,2,0,True,0.83719,0.665778,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc(Nc2nc3cnc2CCOCc2nc(ccc2F)[C@H](C)N3)n[nH]1,-7.359,scaffold_4337f475,0.6772084805653711,1.0,0.729328,15,backup_candidate,15,backup_candidate
CAND_75476d0578,macrocycle_linker,JAK2_0363b39a60,N#CC[C@@H]1C2CCCC2CCOCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,QYDGGBDUYYADAE-JFUPDXTOSA-N,True,True,True,376.464,3.6553,92.41,1,5,1,0.6996,4.422,c1cc2c3nc(nc2[nH]1)CCOCCC1CCCC1Cn1cc-3cn1,14,True,False,True,macrocycle_bridge_oxa_path8_ring13,-7.36,0.6996,4.422,376.464,3.6553,92.41,1,5,1,0,True,0.86482,0.619778,1.0,no_major_descriptor_risk,0.5,,,,N#CC[C@@H]1C2CCCC2CCOCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,-7.36,scaffold_367ff175,0.6773851590106008,1.0,0.728016,16,backup_candidate,16,backup_candidate
CAND_7dce99bd6a,selfies,JAK2_8953307114,O=C(C=CC=C1C=CC#CONC(NC=CCl)=NCC=CC=C1)N1CCOCC1,PTSBDGPGWXSPBV-UHFFFAOYSA-N,True,True,True,414.893,2.1477,75.19,2,6,3,0.5464,3.436,O=C(C=CC=C1C=CC#CONC=NCC=CC=C1)N1CCOCC1,14,True,False,True,selfies_token_mutation,-7.285,0.5464,3.436,414.893,2.1477,75.19,2,6,3,0,True,0.79588,0.729333,1.0,no_major_descriptor_risk,0.5,,,,O=C(C=CC=C1C=CC#CONC(NC=CCl)=NCC=CC=C1)N1CCOCC1,-7.285,scaffold_0fd555ef,0.6641342756183746,1.0,0.726023,17,backup_candidate,17,backup_candidate
CAND_1450c465bc,macrocycle_linker,JAK2_0363b39a60,N#CC[C@@H]1C2CCCC2CCCCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,QIXOLEJZBZMQDB-GXOAENINSA-N,True,True,True,374.492,4.809,83.18,1,4,1,0.6624,4.411,c1cc2c3nc(nc2[nH]1)CCCCCC1CCCC1Cn1cc-3cn1,14,True,False,True,macrocycle_bridge_alkyl_path8_ring13,-7.348,0.6624,4.411,374.492,4.809,83.18,1,4,1,0,True,0.84808,0.621,1.0,no_major_descriptor_risk,0.5,,,,N#CC[C@@H]1C2CCCC2CCCCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,-7.348,scaffold_f5f19feb,0.6752650176678445,1.0,0.724109,18,backup_candidate,18,backup_candidate
CAND_164da61b83,selfies,JAK2_1509a7bf44,C=CC1=CC(=CNC(=O)[C@H]2CCCN2)N=CC(N2CCOCC2)=CC=CN=CC=C1,IIMJEUVTCVKTHU-JOCHJYFZSA-N,True,True,True,407.518,2.2496,78.32,2,6,4,0.7493,4.02,O=C(NC=C1C=CC=CC=NC=CC=C(N2CCOCC2)C=N1)[C@H]1CCCN1,13,True,False,True,selfies_token_mutation,-7.103,0.7493,4.02,407.518,2.2496,78.32,2,6,4,0,True,0.887185,0.664444,1.0,no_major_descriptor_risk,0.5,,,,C=CC1=CC(=CNC(=O)[C@H]2CCCN2)N=CC(N2CCOCC2)=CC=CN=CC=C1,-7.103,scaffold_4073b921,0.6319787985865725,1.0,0.723296,19,backup_candidate,19,backup_candidate
CAND_c62f51e470,selfies,JAK2_36f756e547,CC1=CCNC=NCN2CCN(C(=O)Cc3ccccc3F)CC2=NNC=CC=CNN1,WYVMCOTXVNWVKI-UHFFFAOYSA-N,True,True,True,440.527,1.0299,96.39,4,8,2,0.5488,3.703,O=C(Cc1ccccc1)N1CCN2CN=CNCC=CNNC=CC=CNN=C2C1,17,True,False,True,selfies_token_mutation,-7.283,0.5488,3.703,440.527,1.0299,96.39,4,8,2,0,True,0.79696,0.699667,1.0,no_major_descriptor_risk,0.5,,,,CC1=CCNC=NCN2CCN(C(=O)Cc3ccccc3F)CC2=NNC=CC=CNN1,-7.283,scaffold_5a66dc0f,0.6637809187279152,1.0,0.721665,20,backup_candidate,20,backup_candidate
CAND_101875c1e6,macrocycle_linker,JAK2_0363b39a60,N#CC[C@@H]1C2CCCC2COCNCc2nc(c3cc[nH]c3n2)-c2cnn1c2,ROZNGROZQMHHMM-PUJMQQBBSA-N,True,True,True,377.452,2.7698,104.44,2,6,1,0.6756,4.428,c1cc2c3nc(nc2[nH]1)CNCOCC1CCCC1Cn1cc-3cn1,14,True,False,True,macrocycle_bridge_oxa_aza_path8_ring13,-7.277,0.6756,4.428,377.452,2.7698,104.44,2,6,1,0,True,0.85402,0.619111,1.0,no_major_descriptor_risk,0.5,,,,N#CC[C@@H]1C2CCCC2COCNCc2nc(c3cc[nH]c3n2)-c2cnn1c2,-7.277,scaffold_9c383230,0.6627208480565372,1.0,0.720623,21,backup_candidate,21,backup_candidate
CAND_67afdb076f,selfies,JAK2_3fc0ebe287,CNC1=NC=NC(N[C@@H](C)c2ccccc2)=CCN=CC(=O)NO1,QXRKWJNQBSRQSP-LBPRGKRZSA-N,True,True,True,328.376,0.9145,99.47,3,7,3,0.7679,3.325,O=C1C=NCC=C(NCc2ccccc2)N=CN=CON1,12,True,False,True,selfies_token_mutation,-6.84,0.7679,3.325,328.376,0.9145,99.47,3,7,3,0,True,0.895555,0.741667,1.0,no_major_descriptor_risk,0.5,,,,CNC1=NC=NC(N[C@@H](C)c2ccccc2)=CCN=CC(=O)NO1,-6.84,scaffold_cd9daf79,0.5855123674911661,1.0,0.72029,22,backup_candidate,22,backup_candidate
CAND_3fa11742db,selfies,JAK2_1bae26071f,C[C@H](ONC1=CN=CC=NNC2=CCC2NC=N1)c1ccc(F)cn1,SZFJXIYRFASHBY-ZSOXZCCMSA-N,True,True,True,343.366,1.5357,95.29,3,8,4,0.7209,3.95,C1=NC=C(NOCc2ccccn2)N=CNC2CC=C2NN=C1,12,True,False,True,selfies_token_mutation,-7.069,0.7209,3.95,343.366,1.5357,95.29,3,8,4,0,True,0.874405,0.672222,1.0,no_major_descriptor_risk,0.5,,,,C[C@H](ONC1=CN=CC=NNC2=CCC2NC=N1)c1ccc(F)cn1,-7.069,scaffold_01dfc536,0.6259717314487633,1.0,0.719804,23,backup_candidate,23,backup_candidate
CAND_8f55b07da4,selfies,JAK2_d7634eac48,FC=CNC1=NNNCOc2ccccc2C=CC=CC=N1,JYNXQZHTXOPYSR-UHFFFAOYSA-N,True,True,True,301.325,2.0722,70.04,3,6,1,0.7425,2.825,C1=CC=NC=NNNCOc2ccccc2C=C1,14,True,False,True,selfies_token_mutation,-6.729,0.7425,2.825,301.325,2.0722,70.04,3,6,1,0,True,0.884125,0.797222,1.0,no_major_descriptor_risk,0.5,,,,FC=CNC1=NNNCOc2ccccc2C=CC=CC=N1,-6.729,scaffold_f68132e9,0.5659010600706714,1.0,0.719474,24,backup_candidate,24,backup_candidate
CAND_5ca47dbfbb,macrocycle_linker,JAK2_eb0f359259,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)COCCO3)s1,OIHKOJWIWWAURC-JTQLQIEISA-N,True,True,True,403.443,2.9963,106.97,2,10,2,0.6675,3.997,c1cc2nc(n1)CNc1nc(Nc3nccs3)cc(n1)OCCOC2,13,True,False,True,macrocycle_bridge_oxa_path9_ring12,-7.152,0.6675,3.997,403.443,2.9963,106.97,2,10,2,0,True,0.850375,0.667,1.0,no_major_descriptor_risk,0.5,,,,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)COCCO3)s1,-7.152,scaffold_94351de0,0.6406360424028269,1.0,0.719348,25,backup_candidate,25,backup_candidate
CAND_81820b935b,macrocycle_linker,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCSCCC24CC4)CC3)C1,GCFCHGVINQOWBF-IBGZPJMESA-N,True,True,True,464.595,2.7672,114.77,2,6,1,0.6707,4.412,O=C1N[C@@H](C(=O)N2CCC2)C2(CCSCCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,15,True,False,True,macrocycle_bridge_thioether_path8_ring14,-7.219,0.6707,4.412,464.595,2.7672,114.77,2,6,1,0,True,0.851815,0.620889,1.0,no_major_descriptor_risk,0.5,,,,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCSCCC24CC4)CC3)C1,-7.219,scaffold_c6e0f3f4,0.6524734982332157,1.0,0.716862,26,backup_candidate,26,backup_candidate
CAND_2d63f0994e,macrocycle_linker,JAK2_c57d118ac8,C[C@@H]1Nc2nc(cnc2C#N)Nc2cc([nH]n2)CCOCc2cc1ncc2F,XJRNOUPVSAZAAB-JTQLQIEISA-N,True,True,True,380.387,2.5949,124.43,3,8,0,0.5435,3.619,c1cc2cc(n1)CNc1cncc(n1)Nc1cc([nH]n1)CCOC2,16,True,False,True,macrocycle_bridge_oxa_path12_ring15,-7.19,0.5435,3.619,380.387,2.5949,124.43,3,8,0,0,True,0.794575,0.709,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2nc(cnc2C#N)Nc2cc([nH]n2)CCOCc2cc1ncc2F,-7.19,scaffold_f4baf2e8,0.6473498233215549,1.0,0.716837,27,backup_candidate,27,backup_candidate
CAND_842555d85a,macrocycle_linker,JAK2_cc9087b35d,CC(C)(C#N)c1ccc2c(c1)CCCOCCCCNC(=O)c1cnc(N)c3cc-2sc13,UZQYJGXTJBRRBV-UHFFFAOYSA-N,True,True,True,448.592,4.8195,101.03,2,6,1,0.5558,3.873,O=C1NCCCCOCCCc2ccccc2-c2cc3cncc1c3s2,16,True,False,True,macrocycle_bridge_oxa_path8_ring15,-7.237,0.5558,3.873,448.592,4.8195,101.03,2,6,1,0,True,0.80011,0.680778,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C#N)c1ccc2c(c1)CCCOCCCCNC(=O)c1cnc(N)c3cc-2sc13,-7.237,scaffold_a26c5da4,0.6556537102473499,1.0,0.716617,28,backup_candidate,28,backup_candidate
CAND_0feb57e148,macrocycle_linker,JAK2_eb0f359259,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)CCCCO3)s1,BEZWJWDJVAUZDJ-NSHDSACASA-N,True,True,True,401.471,3.8024,97.74,2,9,2,0.6691,3.986,c1cc2nc(n1)CNc1nc(Nc3nccs3)cc(n1)OCCCC2,13,True,False,True,macrocycle_bridge_oxa_aza_path9_ring12,-7.095,0.6691,3.986,401.471,3.8024,97.74,2,9,2,0,True,0.851095,0.668222,1.0,no_major_descriptor_risk,0.5,,,,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)CCCCO3)s1,-7.095,scaffold_dc1b4476,0.630565371024735,1.0,0.71615,29,backup_candidate,29,backup_candidate
CAND_57118fd3af,macrocycle_linker,JAK2_3f3d946705,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCNCCC(C#N)C2=O,LPEKYRVHKZBLBH-AGPBCMBSSA-N,True,True,True,395.511,1.9146,100.94,2,6,2,0.8056,4.653,O=C1CCCNCCCC[C@@H]2CCN1C[C@@H]2Nc1ncnc2[nH]ccc12,13,True,False,True,macrocycle_bridge_aza_path6_ring12,-7.065,0.8056,4.653,395.511,1.9146,100.94,2,6,2,0,True,0.91252,0.594111,1.0,no_major_descriptor_risk,0.5,,,,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCNCCC(C#N)C2=O,-7.065,scaffold_d2f3601a,0.6252650176678446,1.0,0.715463,30,backup_candidate,30,backup_candidate
CAND_03fca0654a,macrocycle_linker,JAK2_f8ef9f9f68,Cc1cnc2nc1Nc1n[nH]c(C)c1CCCc1nc(ncc1F)[C@H](C)N2,RCVWNMRFTIJXST-NSHDSACASA-N,True,True,True,368.42,3.151,104.3,3,7,0,0.5597,3.552,c1cc2nc(n1)CNc1nccc(n1)Nc1n[nH]cc1CCC2,14,True,False,True,macrocycle_bridge_oxa_aza_path10_ring13,-7.123,0.5597,3.552,368.42,3.151,104.3,3,7,0,0,True,0.801865,0.716444,1.0,no_major_descriptor_risk,0.5,,,,Cc1cnc2nc1Nc1n[nH]c(C)c1CCCc1nc(ncc1F)[C@H](C)N2,-7.123,scaffold_6f8b59f7,0.6355123674911661,1.0,0.715269,31,backup_candidate,31,backup_candidate
CAND_945bfd7ab9,macrocycle_linker,JAK2_fc1e2398b3,Fc1cnc([C@@H]2CCCCCCc3cc(n[nH]3)Nc3nc(ncc3F)N2)nc1,CRCDAXMYVFTQLI-AWEZNQCLSA-N,True,True,True,386.41,3.6713,104.3,3,7,1,0.586,3.777,c1cnc([C@@H]2CCCCCCc3cc(n[nH]3)Nc3ccnc(n3)N2)nc1,15,True,False,True,macrocycle_bridge_alkyl_path10_ring14,-7.141,0.586,3.777,386.41,3.6713,104.3,3,7,1,0,True,0.8137,0.691444,1.0,no_major_descriptor_risk,0.5,,,,Fc1cnc([C@@H]2CCCCCCc3cc(n[nH]3)Nc3nc(ncc3F)N2)nc1,-7.141,scaffold_d2b58a32,0.6386925795053003,1.0,0.714999,32,backup_candidate,32,backup_candidate
CAND_d8ca5c309a,selfies,JAK2_3bd770708d,CC1=NC=C(F)C=NN=CN=C(Cl)C=CC(n2cc(C)cn2)N=CN1,LZINLSBHLHFGNC-UHFFFAOYSA-N,True,True,True,362.8,2.7585,91.65,1,7,1,0.8315,3.146,C1=CN=CNC=NC(n2cccn2)C=CC=NC=NN=C1,16,True,False,True,selfies_token_mutation,-6.587,0.8315,3.146,362.8,2.7585,91.65,1,7,1,0,True,0.924175,0.761556,1.0,no_major_descriptor_risk,0.5,,,,CC1=NC=C(F)C=NN=CN=C(Cl)C=CC(n2cc(C)cn2)N=CN1,-6.587,scaffold_a2d5d321,0.5408127208480565,1.0,0.713353,33,backup_candidate,33,backup_candidate
CAND_4bf5715aca,macrocycle_linker,JAK2_7c9f52f196,Cc1nc(C#N)c2nc1Nc1cc([nH]n1)CCCOCC(C)(c1ccc(F)cn1)N2,VQNMEJVSQZSANS-UHFFFAOYSA-N,True,True,True,408.441,2.9476,124.43,3,8,1,0.5613,3.9,c1ccc(C2COCCCc3cc(n[nH]3)Nc3cncc(n3)N2)nc1,14,True,False,True,macrocycle_bridge_oxa_path9_ring13,-7.167,0.5613,3.9,408.441,2.9476,124.43,3,8,1,0,True,0.802585,0.677778,1.0,no_major_descriptor_risk,0.5,,,,Cc1nc(C#N)c2nc1Nc1cc([nH]n1)CCCOCC(C)(c1ccc(F)cn1)N2,-7.167,scaffold_bc689b42,0.643286219081272,1.0,0.712334,34,backup_candidate,34,backup_candidate
CAND_95aaa694cd,macrocycle_linker,JAK2_6111c0246b,C[C@@H]1Nc2cncc(n2)Nc2cc([nH]n2)CCCCCc2nc1ncc2F,CFZSKAWACPATNM-NSHDSACASA-N,True,True,True,368.42,3.3144,104.3,3,7,0,0.559,3.552,c1cc2nc(n1)CNc1cncc(n1)Nc1cc([nH]n1)CCCCC2,17,True,False,True,macrocycle_bridge_alkyl_path12_ring16,-7.054,0.559,3.552,368.42,3.3144,104.3,3,7,0,0,True,0.80155,0.716444,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cncc(n2)Nc2cc([nH]n2)CCCCCc2nc1ncc2F,-7.054,scaffold_dd2e8e8e,0.6233215547703181,1.0,0.710939,35,backup_candidate,35,backup_candidate
