candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes,best_score,qed_admet,sa_score_admet,mw_admet,logp_admet,tpsa_admet,hbd_admet,hba_admet,rotatable_bonds_admet,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk,pose_score,pose_decision,contacts_within_4A,hard_clashes_lt_1_8A,smiles,docking_score,diversity_cluster,docking_score_scaled,novelty_score,final_weighted_score,rank,decision,diverse_rank,selection_tier
CAND_f8a36e8c1d,v5_5_pocket_guided,JAK2_a1446e7a88,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)CNCOC2,MFUKIJATOPRPOM-UHFFFAOYSA-N,True,True,True,448.47,4.5571,89.27,3,6,1,0.5081,3.872,c1cc2cc(c1)-c1ccc(s1)Nc1cc(ccn1)COCNC2,15,True,False,True,,-10.3,0.5081,3.872,448.47,4.5571,89.27,3,6,1,0,True,0.778645,0.680889,1.0,no_major_descriptor_risk,1.0,pass,788.0,0.0,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)CNCOC2,-10.3,scaffold_700d55e8,0.7176470588235295,1.0,0.809039,11,primary_candidate,11,backup_candidate
CAND_b4ba46fa09,v5_5_pocket_guided,JAK2_a1446e7a88,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(C(F)(F)F)ccc1COCOC2,RZZAEKRBRRHJFX-UHFFFAOYSA-N,True,True,True,449.454,4.9841,86.47,2,6,1,0.5471,3.878,c1ccc2c(c1)COCOCc1ccnc(c1)Nc1ccc-2s1,14,True,False,True,,-10.2,0.5471,3.878,449.454,4.9841,86.47,2,6,1,0,True,0.796195,0.680222,1.0,no_major_descriptor_risk,1.0,pass,584.0,0.0,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(C(F)(F)F)ccc1COCOC2,-10.2,scaffold_39386e11,0.7058823529411764,1.0,0.808331,12,primary_candidate,12,backup_candidate
CAND_7e8acdf14b,v5_5_pocket_guided,JAK2_628eb3c7b6,CC[C@H]1Nc2cc(ncn2)-c2c(N)nn3ccc(nc23)CNCOCc2cc1ccc2F,YXGADCLVWCLRTK-QGZVFWFLSA-N,True,True,True,434.479,3.0481,115.28,3,8,1,0.4187,4.244,c1cc2cc(c1)COCNCc1ccn3ncc(c3n1)-c1cc(ncn1)NC2,17,True,False,True,,-10.6,0.4187,4.244,434.479,3.0481,115.28,3,8,1,0,True,0.738415,0.639556,1.0,no_major_descriptor_risk,1.0,pass,590.0,0.0,CC[C@H]1Nc2cc(ncn2)-c2c(N)nn3ccc(nc23)CNCOCc2cc1ccc2F,-10.6,scaffold_fbd4926c,0.7529411764705882,1.0,0.807146,13,primary_candidate,13,backup_candidate
CAND_02b810108f,v5_5_pocket_guided,JAK2_4e74665b71,c1cc2nc(n1)-n1cnc3ccnc(c31)COCNCc1ccc3c(c1)[C@H](CCC3)N2,LWGYLDTYWBWVLC-SFHVURJKSA-N,True,True,True,413.485,3.2773,89.78,2,7,0,0.4572,4.003,c1cc2nc(n1)-n1cnc3ccnc(c31)COCNCc1ccc3c(c1)[C@H](CCC3)N2,16,True,False,True,,-10.4,0.4572,4.003,413.485,3.2773,89.78,2,7,0,0,True,0.75574,0.666333,1.0,no_major_descriptor_risk,1.0,pass,293.0,0.0,c1cc2nc(n1)-n1cnc3ccnc(c31)COCNCc1ccc3c(c1)[C@H](CCC3)N2,-10.4,scaffold_02b81010,0.7294117647058824,1.0,0.806392,14,primary_candidate,14,backup_candidate
CAND_220efee5d2,v5_5_pocket_guided,JAK2_52e2aaf803,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2cc(ccc21)COCNC3,PQEAMHSEOVVAQM-QGZVFWFLSA-N,True,True,True,414.473,2.4452,115.28,3,8,0,0.4019,4.008,c1nc2cc(n1)-c1cnn3ccc(nc13)CNCOCc1ccc3c(c1)CC[C@H]3N2,18,True,False,True,,-10.5,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk,1.0,pass,500.0,0.0,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2cc(ccc21)COCNC3,-10.5,scaffold_7cb2d2ee,0.7411764705882353,1.0,0.805449,15,primary_candidate,15,backup_candidate
CAND_6c9f919126,v5_5_pocket_guided,JAK2_b9e55f321a,N#Cc1ccc2nc3n(c2c1)-c1ncc2[nH]c(=O)n(c2n1)Cc1ccc(c(F)c1F)CNCOC3,RLTVJPSFUJAMQT-UHFFFAOYSA-N,True,True,True,474.431,2.234,126.44,2,7,0,0.3525,4.091,O=c1[nH]c2cnc3nc2n1Cc1ccc(cc1)CNCOCc1nc2ccccc2n1-3,16,True,False,True,,-10.6,0.3525,4.091,474.431,2.234,126.44,2,7,0,0,True,0.708625,0.656556,1.0,no_major_descriptor_risk,1.0,pass,605.0,0.0,N#Cc1ccc2nc3n(c2c1)-c1ncc2[nH]c(=O)n(c2n1)Cc1ccc(c(F)c1F)CNCOC3,-10.6,scaffold_aa4b7e9a,0.7529411764705882,1.0,0.803738,16,primary_candidate,16,backup_candidate
CAND_b0c98b44b7,v5_5_pocket_guided,JAK2_8945d571c7,Cn1cc2c(n1)-c1cc(Cl)c(cc1Cl)COCNCc1ccn3ncc(c3n1)C(=O)N2,LPYDKUIFLJWKBS-UHFFFAOYSA-N,True,True,True,458.309,3.2662,98.37,2,6,0,0.42,4.002,O=C1Nc2c[nH]nc2-c2ccc(cc2)COCNCc2ccn3ncc1c3n2,17,True,False,True,,-10.4,0.42,4.002,458.309,3.2662,98.37,2,6,0,0,True,0.739,0.666444,1.0,no_major_descriptor_risk,1.0,pass,470.0,0.0,Cn1cc2c(n1)-c1cc(Cl)c(cc1Cl)COCNCc1ccn3ncc(c3n1)C(=O)N2,-10.4,scaffold_65ac2f97,0.7294117647058824,1.0,0.803061,17,primary_candidate,0,not_selected
CAND_cd7232c3e5,v5_5_pocket_guided,JAK2_c5f0ce9a58,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccnc(F)c4)C3)c1COCOCc1ccc3c2c[nH]c3c1,QSAYKVKZCWLJBO-UHFFFAOYSA-N,True,True,True,539.567,4.1798,108.58,3,7,2,0.2591,4.953,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccncc4)C3)c1COCOCc1ccc3c2c[nH]c3c1,15,True,False,True,,-11.6,0.2591,4.953,539.567,4.1798,108.58,3,7,2,1,True,0.567595,0.560778,1.0,1_lipinski_violations,1.0,pass,811.0,0.0,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccnc(F)c4)C3)c1COCOCc1ccc3c2c[nH]c3c1,-11.6,scaffold_71e61f34,0.8705882352941176,1.0,0.802342,18,primary_candidate,17,backup_candidate
CAND_8dcd0c2abd,v5_5_pocket_guided,JAK2_d4e8488591,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)COCOC2,RZONZHIFPATTHF-UHFFFAOYSA-N,True,True,True,399.447,4.1044,86.47,2,6,1,0.6433,3.6,c1cc2cc(c1)-c1ccc(s1)Nc1ncccc1COCOC2,14,True,False,True,,-9.7,0.6433,3.6,399.447,4.1044,86.47,2,6,1,0,True,0.839485,0.711111,1.0,no_major_descriptor_risk,1.0,pass,493.0,0.0,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)COCOC2,-9.7,scaffold_bc1f5481,0.6470588235294117,1.0,0.801034,19,primary_candidate,18,backup_candidate
CAND_5eea81b5b7,v5_5_pocket_guided,JAK2_52e2aaf803,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2ccc(cc21)COCNC3,XEYNPQMIHBVDHK-QGZVFWFLSA-N,True,True,True,414.473,2.4452,115.28,3,8,0,0.4019,4.008,c1nc2cc(n1)-c1cnn3ccc(nc13)CNCOCc1ccc3c(c1)[C@@H](CC3)N2,17,True,False,True,,-10.6,0.4019,4.008,414.473,2.4452,115.28,3,8,0,0,True,0.730855,0.665778,1.0,no_major_descriptor_risk,0.84,pass,680.0,2.0,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2ccc(cc21)COCNC3,-10.6,scaffold_8342692e,0.7529411764705882,1.0,0.785567,20,primary_candidate,19,backup_candidate
CAND_54dc84ab36,v5_5_pocket_guided,JAK2_52e2aaf803,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2ccc(cc21)CCCC3,RYZWYGOHMDOYGS-GOSISDBHSA-N,True,True,True,397.486,3.7467,94.02,2,6,0,0.4693,3.914,c1nc2cc(n1)-c1cnn3ccc(nc13)CCCCc1ccc3c(c1)[C@@H](CC3)N2,16,True,False,True,,-10.2,0.4693,3.914,397.486,3.7467,94.02,2,6,0,0,True,0.761185,0.676222,1.0,no_major_descriptor_risk,0.5,,,,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2ccc(cc21)CCCC3,-10.2,scaffold_997df913,0.7058823529411764,1.0,0.725729,21,backup_candidate,20,backup_candidate
CAND_42453ca39f,v5_5_pocket_guided,JAK2_a1446e7a88,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)COCOC2,DDTWALNCPPXXGH-UHFFFAOYSA-N,True,True,True,449.454,4.9841,86.47,2,6,1,0.5471,3.878,c1cc2cc(c1)-c1ccc(s1)Nc1cc(ccn1)COCOC2,15,True,False,True,,-10.0,0.5471,3.878,449.454,4.9841,86.47,2,6,1,0,True,0.796195,0.680222,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)COCOC2,-10.0,scaffold_499bf1ff,0.6823529411764706,1.0,0.725096,22,backup_candidate,0,not_selected
CAND_f9c1579b7f,v5_5_pocket_guided,JAK2_a1446e7a88,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(c(C(F)(F)F)c1)COCNC2,KQFXIFOKVCMLKL-UHFFFAOYSA-N,True,True,True,448.47,4.5571,89.27,3,6,1,0.5081,4.072,c1cc2cc(n1)Nc1ccc(s1)-c1ccc(cc1)COCNC2,16,True,False,True,,-10.1,0.5081,4.072,448.47,4.5571,89.27,3,6,1,0,True,0.778645,0.658667,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(c(C(F)(F)F)c1)COCNC2,-10.1,scaffold_3f586524,0.6941176470588235,1.0,0.72247,23,backup_candidate,21,backup_candidate
CAND_dfbb217b3d,v5_5_pocket_guided,JAK2_dea7048134,C[C@@H]1Nc2cc(-c3cnn(C)c3)nc(n2)-n2cnc3cc(ncc32)CNCOCc2cccc1c2,APKKQXYHKSBXSN-INIZCTEOSA-N,True,True,True,467.537,3.3614,107.6,2,8,1,0.3865,4.428,c1cc2cc(c1)COCNCc1cc3ncn(c3cn1)-c1nc(cc(-c3cn[nH]c3)n1)NC2,18,True,False,True,,-10.5,0.3865,4.428,467.537,3.3614,107.6,2,8,1,0,True,0.723925,0.619111,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cc(-c3cnn(C)c3)nc(n2)-n2cnc3cc(ncc32)CNCOCc2cccc1c2,-10.5,scaffold_96d0948f,0.7411764705882353,1.0,0.722063,24,backup_candidate,22,backup_candidate
CAND_68b6166499,v5_5_pocket_guided,JAK2_4e74665b71,c1cc2c3c(c1)[C@H](CCC3)Nc1ccnc(n1)-n1cnc3cc(ncc31)CCCC2,GPYXZJVTYWUECU-FQEVSTJZSA-N,True,True,True,396.498,4.5788,68.52,1,5,0,0.4712,3.908,c1cc2c3c(c1)[C@H](CCC3)Nc1ccnc(n1)-n1cnc3cc(ncc31)CCCC2,17,True,False,True,,-10.1,0.4712,3.908,396.498,4.5788,68.52,1,5,0,0,True,0.76204,0.676889,1.0,no_major_descriptor_risk,0.5,,,,c1cc2c3c(c1)[C@H](CCC3)Nc1ccnc(n1)-n1cnc3cc(ncc31)CCCC2,-10.1,scaffold_68b61664,0.6941176470588235,1.0,0.721883,25,backup_candidate,23,backup_candidate
CAND_8a1aaec84d,v5_5_pocket_guided,JAK2_de6f2c0053,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)OC1CCN(C1)c1cc(F)nc(c1)CNCOC2,XDGIRQMASIZSFS-UHFFFAOYSA-N,True,True,True,554.582,3.4166,120.61,4,8,3,0.2247,5.162,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)OC1CCN(C1)c1ccnc(c1)CNCOC2,15,True,False,True,,-11.6,0.2247,5.162,554.582,3.4166,120.61,4,8,3,1,True,0.552115,0.537556,1.0,1_lipinski_violations,0.5,,,,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)OC1CCN(C1)c1cc(F)nc(c1)CNCOC2,-11.6,scaffold_91e70092,0.8705882352941176,1.0,0.720762,26,backup_candidate,24,backup_candidate
CAND_2395f6bbf3,v5_5_pocket_guided,JAK2_c5f0ce9a58,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)C1CCN(C1)c1cc(F)nc(c1)COCOC2,MPELCPGTVGGJNG-UHFFFAOYSA-N,True,True,True,539.567,4.1798,108.58,3,7,3,0.2648,5.078,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)C1CCN(C1)c1ccnc(c1)COCOC2,14,True,False,True,,-11.4,0.2648,5.078,539.567,4.1798,108.58,3,7,3,1,True,0.57016,0.546889,1.0,1_lipinski_violations,0.5,,,,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cc2cc(c1)C1CCN(C1)c1cc(F)nc(c1)COCOC2,-11.4,scaffold_149660e2,0.8470588235294118,1.0,0.717536,27,backup_candidate,25,backup_candidate
CAND_d7c784f2dd,v5_5_pocket_guided,JAK2_e36804ea19,Cc1nc2c(s1)NC(=O)c1c(nn3ccc(N)nc13)COCNCc1ccc-2cc1Cl,LJNOIKXFAYCMQA-UHFFFAOYSA-N,True,True,True,455.931,3.2264,119.46,3,8,0,0.3721,3.989,O=C1Nc2scnc2-c2ccc(cc2)CNCOCc2nn3cccnc3c21,15,True,False,True,,-10.2,0.3721,3.989,455.931,3.2264,119.46,3,8,0,0,True,0.717445,0.667889,1.0,no_major_descriptor_risk,0.5,,,,Cc1nc2c(s1)NC(=O)c1c(nn3ccc(N)nc13)COCNCc1ccc-2cc1Cl,-10.2,scaffold_b1916f19,0.7058823529411764,1.0,0.715731,28,backup_candidate,26,backup_candidate
CAND_7bea1d474b,v5_5_pocket_guided,JAK2_85fd848de0,CN1CCN(c2cc3cc(c2)Nc2nc4c(-c5ccc(F)cc5)cc(cn4n2)CCCC3)CC1,UMWAFMFBYKODLT-UHFFFAOYSA-N,True,True,True,456.569,4.9096,48.7,1,5,2,0.4645,4.242,c1ccc(-c2cc3cn4nc(nc24)Nc2cc(cc(N4CCNCC4)c2)CCCC3)cc1,13,True,False,True,,-10.1,0.4645,4.242,456.569,4.9096,48.7,1,5,2,0,True,0.759025,0.639778,1.0,no_major_descriptor_risk,0.5,,,,CN1CCN(c2cc3cc(c2)Nc2nc4c(-c5ccc(F)cc5)cc(cn4n2)CCCC3)CC1,-10.1,scaffold_b623caf2,0.6941176470588235,1.0,0.715713,29,backup_candidate,27,backup_candidate
CAND_8e3fb00f71,v5_5_pocket_guided,JAK2_ca39d80886,Cc1cc2n(n1)-c1ccc(c(Cl)c1)COCNCc1ccn3ncc(c3n1)C(=O)N2,TUXKOIKMDZKLTE-UHFFFAOYSA-N,True,True,True,423.864,2.7064,98.37,2,6,0,0.451,3.81,O=C1Nc2ccnn2-c2ccc(cc2)COCNCc2ccn3ncc1c3n2,17,True,False,True,,-9.9,0.451,3.81,423.864,2.7064,98.37,2,6,0,0,True,0.75295,0.687778,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc2n(n1)-c1ccc(c(Cl)c1)COCNCc1ccn3ncc(c3n1)C(=O)N2,-9.9,scaffold_fbfdcf2e,0.6705882352941177,1.0,0.713463,30,backup_candidate,28,backup_candidate
CAND_3ec42831ee,v5_5_pocket_guided,JAK2_e36804ea19,Cc1nc2c(s1)NC(=O)c1cnn3cc(c(N)nc13)COCNCc1cc(Cl)cc-2c1,QUSSPKOBUVKPLC-UHFFFAOYSA-N,True,True,True,455.931,3.2264,119.46,3,8,0,0.3721,3.989,O=C1Nc2scnc2-c2cccc(c2)CNCOCc2cnc3c1cnn3c2,17,True,False,True,,-10.1,0.3721,3.989,455.931,3.2264,119.46,3,8,0,0,True,0.717445,0.667889,1.0,no_major_descriptor_risk,0.5,,,,Cc1nc2c(s1)NC(=O)c1cnn3cc(c(N)nc13)COCNCc1cc(Cl)cc-2c1,-10.1,scaffold_c9d8c592,0.6941176470588235,1.0,0.711614,31,backup_candidate,29,backup_candidate
CAND_0de1b009aa,v5_5_pocket_guided,JAK2_3ef5e26b1b,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)CC2CNCOCc2cccc1c2,RNIKHIXMNXOGCR-YMXDCFFPSA-N,True,True,True,485.596,2.5813,96.26,2,9,1,0.4217,4.778,c1cc2cc(c1)COCNCC1CNCCN1c1cc(nc(-n3cnc4ccncc43)n1)NC2,15,True,False,True,,-10.3,0.4217,4.778,485.596,2.5813,96.26,2,9,1,0,True,0.739765,0.580222,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)CC2CNCOCc2cccc1c2,-10.3,scaffold_291dd8af,0.7176470588235295,1.0,0.711163,32,backup_candidate,30,backup_candidate
CAND_1f26aca914,v5_5_pocket_guided,JAK2_4e74665b71,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3c(cncc32)COCNC1,ZEAOWUJDCOLJSM-FUBQLUNQSA-N,True,True,True,413.485,3.3184,89.78,2,7,0,0.457,4.253,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3c(cncc32)COCNC1,17,True,False,True,,-10.0,0.457,4.253,413.485,3.3184,89.78,2,7,0,0,True,0.75565,0.638556,1.0,no_major_descriptor_risk,0.5,,,,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3c(cncc32)COCNC1,-10.0,scaffold_1f26aca9,0.6823529411764706,1.0,0.710737,33,backup_candidate,31,backup_candidate
