candidate_id,smiles,docking_engine,receptor_pdb,grid_center_x,grid_center_y,grid_center_z,grid_size_x,grid_size_y,grid_size_z,best_score,pose_rank,pose_file,pose_image,control_or_generated,notes
CAND_5e5838b904,Cc1cc(Nc2nc3cnc2CCOCc2nc(ccc2F)[C@H](C)N3)n[nH]1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.359,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_5e5838b904_vina_out.pdbqt,,generated,parsed
CAND_1450c465bc,N#CC[C@@H]1C2CCCC2CCCCCc2nc(c3cc[nH]c3n2)-c2cnn1c2,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.348,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_1450c465bc_vina_out.pdbqt,,generated,parsed
CAND_a2f01d5a38,O=CNC=CC=c1[nH]c2nc1=CC=CC(F)=CC(O)c1ccc(Cl)c-2c1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.319,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_a2f01d5a38_vina_out.pdbqt,,generated,parsed
CAND_7dce99bd6a,O=C(C=CC=C1C=CC#CONC(NC=CCl)=NCC=CC=C1)N1CCOCC1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.285,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_7dce99bd6a_vina_out.pdbqt,,generated,parsed
CAND_c62f51e470,CC1=CCNC=NCN2CCN(C(=O)Cc3ccccc3F)CC2=NNC=CC=CNN1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.283,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_c62f51e470_vina_out.pdbqt,,generated,parsed
CAND_101875c1e6,N#CC[C@@H]1C2CCCC2COCNCc2nc(c3cc[nH]c3n2)-c2cnn1c2,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.277,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_101875c1e6_vina_out.pdbqt,,generated,parsed
CAND_842555d85a,CC(C)(C#N)c1ccc2c(c1)CCCOCCCCNC(=O)c1cnc(N)c3cc-2sc13,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.237,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_842555d85a_vina_out.pdbqt,,generated,parsed
CAND_81820b935b,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCSCCC24CC4)CC3)C1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.219,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_81820b935b_vina_out.pdbqt,,generated,parsed
CAND_577f2e4a02,CN1C=CNC(=O)CC=NNC=CC(N)=NCC(c2cc(Cl)ccc2Cl)=N1,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.219,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_577f2e4a02_vina_out.pdbqt,,generated,parsed
CAND_bc25cf8d1d,COc1ccccc1-c1ccc2n1NC=C(F)C(N1CCN(C)CC1)=CC=CNCN=C2,vina,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.207,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\poses\CAND_bc25cf8d1d_vina_out.pdbqt,,generated,parsed
