candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes
CAND_4a5a4820c9,macrocycle_linker,JAK2_6f8843e888,CN(c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)C1(CCN(CC(N)=O)CC1)CNCOCC2)S(C)(=O)=O,KGTHUYOPWMCDNE-UHFFFAOYSA-N,True,True,True,618.764,2.4744,147.19,3,9,4,0.3139,5.393,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)C1(CCNCC1)CNCOCC2,19,True,False,True,macrocycle_bridge_oxa_aza_path12_ring18
CAND_66c1c4d713,macrocycle_linker,JAK2_6f8843e888,CN(c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)C1(CCOCCC2)CCN(CC(N)=O)CC1)S(C)(=O)=O,WTDQNCUYDGLFIS-UHFFFAOYSA-N,True,True,True,617.776,3.7075,135.16,2,8,4,0.354,5.388,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)C1(CCNCC1)CCOCCC2,19,True,False,True,macrocycle_bridge_oxa_path12_ring18
CAND_dcf10234f4,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3cc4ncc3c3c(=O)[nH]c(cc23)CCNCC4)c(Cl)c1,LFGLAPOKCILPIC-UHFFFAOYSA-N,True,True,True,505.387,2.8573,142.86,4,7,3,0.3137,4.638,O=c1[nH]c2cc3c(Nc4ccccc4)nc4cc(ncc4c13)CCNCC2,13,True,False,True,macrocycle_bridge_aza_path7_ring12
CAND_55ed27e685,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3cc4ncc3c3c(=O)[nH]c(cc23)CCOCC4)c(Cl)c1,BSZPSNJMUIZKBH-UHFFFAOYSA-N,True,True,True,506.371,3.2843,140.06,3,7,3,0.3624,4.644,O=c1[nH]c2cc3c(Nc4ccccc4)nc4cc(ncc4c13)CCOCC2,13,True,False,True,macrocycle_bridge_oxa_path7_ring12
CAND_091f79b962,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3cc4ncc3c3c(=O)[nH]c(cc23)CNCOC4)c(Cl)c1,VWEKAGBIHWFFBB-UHFFFAOYSA-N,True,True,True,507.359,2.7464,152.09,4,8,3,0.3091,4.649,O=c1[nH]c2cc3c(Nc4ccccc4)nc4cc(ncc4c13)COCNC2,13,True,False,True,macrocycle_bridge_oxa_aza_path7_ring12
CAND_337147a187,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3cc4ncc3c3c(=O)[nH]c(cc23)CCSCC4)c(Cl)c1,NLTRYUWSCACXDJ-UHFFFAOYSA-N,True,True,True,522.439,4.0009,130.83,3,7,3,0.3468,4.733,O=c1[nH]c2cc3c(Nc4ccccc4)nc4cc(ncc4c13)CCSCC2,13,True,False,True,macrocycle_bridge_thioether_path7_ring12
CAND_ea87638aa9,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3cc4ncc3c3c(=O)[nH]c(cc23)CCCCC4)c(Cl)c1,FXDVQSSHZNIMCO-UHFFFAOYSA-N,True,True,True,504.399,4.438,130.83,3,6,3,0.3538,4.633,O=c1[nH]c2cc3c(Nc4ccccc4)nc4cc(ncc4c13)CCCCC2,13,True,False,True,macrocycle_bridge_alkyl_path7_ring12
CAND_fe65117710,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3c4cncc3c3c(=O)[nH]cc(c23)CCCSCCCC4)c(Cl)c1,JWWPDKGNPKNLTG-UHFFFAOYSA-N,True,True,True,564.52,5.1712,130.83,3,7,3,0.2927,5.052,O=c1[nH]cc2c3c(Nc4ccccc4)nc4c(cncc4c13)CCCCSCCC2,14,True,False,True,macrocycle_bridge_thioether_path5_ring13
CAND_e9e5177b6e,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3c4cncc3c3c(=O)[nH]cc(c23)CCCNCCCC4)c(Cl)c1,NLWPVKIHOZFDFN-UHFFFAOYSA-N,True,True,True,547.468,4.0276,142.86,4,7,3,0.2838,4.872,O=c1[nH]cc2c3c(Nc4ccccc4)nc4c(cncc4c13)CCCCNCCC2,14,True,False,True,macrocycle_bridge_aza_path5_ring13
CAND_0e07c41a23,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3c4cncc3c3c(=O)[nH]cc(c23)CCNCCOCC4)c(Cl)c1,WHSIHEADOGYNMN-UHFFFAOYSA-N,True,True,True,549.44,2.8739,152.09,4,8,3,0.2849,4.883,O=c1[nH]cc2c3c(Nc4ccccc4)nc4c(cncc4c13)CCOCCNCC2,14,True,False,True,macrocycle_bridge_oxa_aza_path5_ring13
CAND_5886d9ecf3,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3c4cncc3c3c(=O)[nH]cc(c23)CCCCCCCC4)c(Cl)c1,PQGUDYJGVFLVAP-UHFFFAOYSA-N,True,True,True,546.48,5.6083,130.83,3,6,3,0.2866,5.171,O=c1[nH]cc2c3c(Nc4ccccc4)nc4c(cncc4c13)CCCCCCCC2,14,True,False,True,macrocycle_bridge_alkyl_path5_ring13
CAND_dda316ebb6,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c(Nc2nc3c4cncc3c3c(=O)[nH]cc(c23)CCCOCCCC4)c(Cl)c1,KYORCKZBUIDDNR-UHFFFAOYSA-N,True,True,True,548.452,4.4546,140.06,3,7,3,0.3214,4.878,O=c1[nH]cc2c3c(Nc4ccccc4)nc4c(cncc4c13)CCCCOCCC2,14,True,False,True,macrocycle_bridge_oxa_path5_ring13
CAND_3cf5b742ea,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c2c(Cl)c1CCCCCCc1cc3c(nc4ccncc4c3c(=O)[nH]1)N2,SJRFTYVMFOPFMF-UHFFFAOYSA-N,True,True,True,518.426,4.8281,130.83,3,6,1,0.3096,4.461,O=c1[nH]c2cc3c(nc4ccncc4c13)Nc1cccc(c1)CCCCCC2,14,True,False,True,macrocycle_bridge_alkyl_path7_ring13
CAND_6914f02292,macrocycle_linker,JAK2_e1ad5dee43,NS(=O)(=O)c1cc(Cl)c2c(Cl)c1CCOCNCc1cc3c(nc4ccncc4c3c(=O)[nH]1)N2,FJLHXCNYVCTDSB-UHFFFAOYSA-N,True,True,True,521.386,2.7889,152.09,4,8,1,0.2793,4.477,O=c1[nH]c2cc3c(nc4ccncc4c13)Nc1cccc(c1)CCOCNC2,14,True,False,True,macrocycle_bridge_oxa_aza_path7_ring13
CAND_a873e873c9,macrocycle_linker,JAK2_6d4bc95598,COc1c2cccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCCCC2,NAAIQXDFLNZORX-UHFFFAOYSA-N,True,True,True,482.632,5.1692,57.93,1,6,2,0.4255,4.471,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCCCC2,16,True,False,True,macrocycle_bridge_alkyl_path10_ring15
CAND_b6fa26cd68,macrocycle_linker,JAK2_6d4bc95598,COc1c2cccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CNCOC2,HEPRZNJSAXRRRI-UHFFFAOYSA-N,True,True,True,485.592,3.4776,79.19,2,8,2,0.4469,4.403,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CNCOC2,16,True,False,True,macrocycle_bridge_oxa_aza_path10_ring15
CAND_ab56f3209e,macrocycle_linker,JAK2_6d4bc95598,COc1c2cccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCNCC2,IINHUXZFEJFAFU-UHFFFAOYSA-N,True,True,True,483.62,3.5885,69.96,2,7,2,0.4516,4.392,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCNCC2,16,True,False,True,macrocycle_bridge_aza_path10_ring15
CAND_15c97115ad,macrocycle_linker,JAK2_6d4bc95598,COc1c2cccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCOCC2,GRZBGGBYOBPYPV-UHFFFAOYSA-N,True,True,True,484.604,4.0155,67.16,1,7,2,0.4611,4.398,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCOCC2,16,True,False,True,macrocycle_bridge_oxa_path10_ring15
CAND_e8f24b221c,macrocycle_linker,JAK2_6d4bc95598,COc1c2cccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCSCC2,PWSJAPAFROAVCA-UHFFFAOYSA-N,True,True,True,500.672,4.7321,57.93,1,7,2,0.4269,4.487,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCSCC2,16,True,False,True,macrocycle_bridge_thioether_path10_ring15
CAND_c0628767bf,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCN(C)CC1CCNCCC2,SOPDFJLKIVWQAV-UHFFFAOYSA-N,True,True,True,497.647,4.1948,69.96,2,7,1,0.4086,4.595,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CCNCCC2,20,True,False,True,macrocycle_bridge_aza_path13_ring19
CAND_35cf40bfb7,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCN(C)CC1CCSCCC2,HCJVOYBCOYEXJN-UHFFFAOYSA-N,True,True,True,514.699,5.3384,57.93,1,7,1,0.368,4.859,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CCSCCC2,20,True,False,True,macrocycle_bridge_thioether_path13_ring19
CAND_05c487c98d,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCN(C)CC1CCOCCC2,IJKZVZGCBWIGON-UHFFFAOYSA-N,True,True,True,498.631,4.6218,67.16,1,7,1,0.4107,4.601,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CCOCCC2,20,True,False,True,macrocycle_bridge_oxa_path13_ring19
CAND_dddef46c7f,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCN(C)CC1CNCOCC2,VZWPHJXFKKGZDH-UHFFFAOYSA-N,True,True,True,499.619,3.3887,79.19,2,8,1,0.4128,4.606,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CNCOCC2,20,True,False,True,macrocycle_bridge_oxa_aza_path13_ring19
CAND_167e85a5cb,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCN(C)CC1CCCCCC2,SXBMNPYVSJRAQD-UHFFFAOYSA-N,True,True,True,496.659,5.7755,57.93,1,6,1,0.3608,4.978,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(cc1)N1CCNCC1CCCCCC2,20,True,False,True,macrocycle_bridge_alkyl_path13_ring19
CAND_1e01b197a5,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCCCCC2,NXIYZAKCLBJQDR-UHFFFAOYSA-N,True,True,True,496.659,5.5593,57.93,1,6,2,0.3922,4.744,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCCCCC2,17,True,False,True,macrocycle_bridge_alkyl_path10_ring16
CAND_77cd6eb2b8,macrocycle_linker,JAK2_6d4bc95598,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(c1)CCSCCC2,QBVVMFVNRLJILK-UHFFFAOYSA-N,True,True,True,514.699,5.1222,57.93,1,7,2,0.3984,4.626,c1cc2cc(c1)-c1ccc3cnc(nn13)Nc1ccc(N3CCNCC3)c(c1)CCSCCC2,17,True,False,True,macrocycle_bridge_thioether_path10_ring16
CAND_bf26db9d9f,macrocycle_linker,JAK2_b891e0a2ae,COc1cccc2c1-c1ccc3cnc(nn13)Nc1ccc(C(=O)N3CCOCC3)cc1CCCCCCCC2,MHFZWJNKJIBFPW-UHFFFAOYSA-N,True,True,True,539.68,6.0601,80.99,1,6,2,0.3336,5.234,O=C(c1ccc2c(c1)CCCCCCCCc1ccccc1-c1ccc3cnc(nn13)N2)N1CCOCC1,17,True,False,True,macrocycle_bridge_alkyl_path8_ring16
CAND_e6d579f1a5,macrocycle_linker,JAK2_b891e0a2ae,COc1cccc2c1-c1ccc3cnc(nn13)Nc1ccc(C(=O)N3CCOCC3)cc1CCCSCCCC2,YWKPHCZQBPDJTC-UHFFFAOYSA-N,True,True,True,557.72,5.623,80.99,1,7,2,0.3425,5.116,O=C(c1ccc2c(c1)CCCSCCCCc1ccccc1-c1ccc3cnc(nn13)N2)N1CCOCC1,17,True,False,True,macrocycle_bridge_thioether_path8_ring16
CAND_fecb67e44c,macrocycle_linker,JAK2_b891e0a2ae,COc1cccc2c1-c1ccc3cnc(nn13)Nc1ccc(C(=O)N3CCOCC3)cc1CCCNCCCC2,REISBAMJBXPCMH-UHFFFAOYSA-N,True,True,True,540.668,4.4794,93.02,2,7,2,0.3873,4.709,O=C(c1ccc2c(c1)CCCNCCCCc1ccccc1-c1ccc3cnc(nn13)N2)N1CCOCC1,17,True,False,True,macrocycle_bridge_aza_path8_ring16
CAND_8681f3fb57,macrocycle_linker,JAK2_b891e0a2ae,COc1cccc2c1-c1ccc3cnc(nn13)Nc1ccc(C(=O)N3CCOCC3)cc1CCCOCCCC2,GBWVEJSLLKECPJ-UHFFFAOYSA-N,True,True,True,541.652,4.9064,90.22,1,7,2,0.3858,4.715,O=C(c1ccc2c(c1)CCCOCCCCc1ccccc1-c1ccc3cnc(nn13)N2)N1CCOCC1,17,True,False,True,macrocycle_bridge_oxa_path8_ring16
CAND_144fb6eee0,macrocycle_linker,JAK2_b891e0a2ae,COc1cccc2c1-c1ccc3cnc(nn13)Nc1ccc(C(=O)N3CCOCC3)cc1CCNCCOCC2,QASROZPJQRTFOO-UHFFFAOYSA-N,True,True,True,542.64,3.3257,102.25,2,8,2,0.3979,4.72,O=C(c1ccc2c(c1)CCNCCOCCc1ccccc1-c1ccc3cnc(nn13)N2)N1CCOCC1,17,True,False,True,macrocycle_bridge_oxa_aza_path8_ring16
CAND_49c4dadde3,macrocycle_linker,JAK2_b891e0a2ae,COc1ccccc1-c1c2cc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOC(CCOCCC2)C1,DPWSYTUWWZGDEV-UHFFFAOYSA-N,True,True,True,513.598,4.3424,90.22,1,7,2,0.4264,4.809,O=C1c2ccc(cc2)Nc2ncc3cc(c(-c4ccccc4)n3n2)CCCOCCC2CN1CCO2,20,True,False,True,macrocycle_bridge_oxa_path13_ring19
CAND_d1322e6d51,macrocycle_linker,JAK2_b891e0a2ae,COc1ccccc1-c1c2cc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOC(CNCOCC2)C1,UIYWNIHYVPYTLH-UHFFFAOYSA-N,True,True,True,514.586,3.1093,102.25,2,8,2,0.4209,4.814,O=C1c2ccc(cc2)Nc2ncc3cc(c(-c4ccccc4)n3n2)CCOCNCC2CN1CCO2,20,True,False,True,macrocycle_bridge_oxa_aza_path13_ring19
CAND_2ff5d7bf20,macrocycle_linker,JAK2_b891e0a2ae,COc1ccccc1-c1c2cc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOC(CCNCCC2)C1,OKBCIKSSILXQOI-UHFFFAOYSA-N,True,True,True,512.614,3.9154,93.02,2,7,2,0.4206,4.803,O=C1c2ccc(cc2)Nc2ncc3cc(c(-c4ccccc4)n3n2)CCCNCCC2CN1CCO2,20,True,False,True,macrocycle_bridge_aza_path13_ring19
CAND_d04cf49f7f,macrocycle_linker,JAK2_b891e0a2ae,COc1ccccc1-c1c2cc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOC(CCSCCC2)C1,HMAAGQJMJISHLA-UHFFFAOYSA-N,True,True,True,529.666,5.059,80.99,1,7,2,0.3888,4.928,O=C1c2ccc(cc2)Nc2ncc3cc(c(-c4ccccc4)n3n2)CCCSCCC2CN1CCO2,20,True,False,True,macrocycle_bridge_thioether_path13_ring19
CAND_26eb59dd19,macrocycle_linker,JAK2_b891e0a2ae,COc1ccccc1-c1c2cc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOC(CCCCCC2)C1,KLLHSGAADRIMGF-UHFFFAOYSA-N,True,True,True,511.626,5.4961,80.99,1,6,2,0.383,5.046,O=C1c2ccc(cc2)Nc2ncc3cc(c(-c4ccccc4)n3n2)CCCCCCC2CN1CCO2,20,True,False,True,macrocycle_bridge_alkyl_path13_ring19
CAND_cab4d1ddaf,macrocycle_linker,JAK2_b891e0a2ae,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOCC1CNCC2,ADPYZRABHJBDTA-UHFFFAOYSA-N,True,True,True,484.56,3.1352,93.02,2,7,1,0.4288,4.523,O=C1c2ccc(cc2)Nc2ncc3ccc(n3n2)-c2cccc(c2)CCNCC2COCCN12,19,True,False,True,macrocycle_bridge_aza_path14_ring18
CAND_e0f9e6b867,macrocycle_linker,JAK2_b891e0a2ae,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(cc1)C(=O)N1CCOCC1CCCC2,YKAVBGAHHREHEN-UHFFFAOYSA-N,True,True,True,483.572,4.7159,80.99,1,6,1,0.4222,4.517,O=C1c2ccc(cc2)Nc2ncc3ccc(n3n2)-c2cccc(c2)CCCCC2COCCN12,19,True,False,True,macrocycle_bridge_oxa_aza_path14_ring18
CAND_4231884dd8,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]c2cc3c4[nH]c(nc4c4ccc(F)cc4c13)-c1c(F)ccc(c1Cl)CCSCCC2,MFZZOMVFTIQCPV-UHFFFAOYSA-N,True,True,True,481.955,6.3781,61.54,2,3,0,0.2523,4.822,O=c1[nH]c2cc3c4[nH]c(nc4c4ccccc4c13)-c1cccc(c1)CCSCCC2,15,True,False,True,macrocycle_bridge_thioether_path8_ring14
CAND_e389caa1ca,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]c2cc3c4[nH]c(nc4c4ccc(F)cc4c13)-c1c(F)ccc(c1Cl)CCNCCC2,LYJNWADQQIGKSD-UHFFFAOYSA-N,True,True,True,464.903,5.2345,73.57,3,3,0,0.2745,4.156,O=c1[nH]c2cc3c4[nH]c(nc4c4ccccc4c13)-c1cccc(c1)CCNCCC2,15,True,False,True,macrocycle_bridge_aza_path8_ring14
CAND_fef50cd638,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]c2cc3c4[nH]c(nc4c4ccc(F)cc4c13)-c1c(F)ccc(c1Cl)CCCCCC2,MUIKBNGFNNUUEJ-UHFFFAOYSA-N,True,True,True,463.915,6.8152,61.54,2,2,0,0.2475,4.94,O=c1[nH]c2cc3c4[nH]c(nc4c4ccccc4c13)-c1cccc(c1)CCCCCC2,15,True,False,True,macrocycle_bridge_alkyl_path8_ring14
CAND_61e922395b,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]c2cc3c4[nH]c(nc4c4ccc(F)cc4c13)-c1c(F)ccc(c1Cl)CCOCCC2,PCMUAAUEKCEGDH-UHFFFAOYSA-N,True,True,True,465.887,5.6615,70.77,2,3,0,0.2897,4.375,O=c1[nH]c2cc3c4[nH]c(nc4c4ccccc4c13)-c1cccc(c1)CCOCCC2,15,True,False,True,macrocycle_bridge_oxa_path8_ring14
CAND_2d0a5dc78b,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]c2cc3c4[nH]c(nc4c4ccc(F)cc4c13)-c1c(F)ccc(c1Cl)CNCOCC2,QSPRWUYLFYMDMB-UHFFFAOYSA-N,True,True,True,466.875,4.776,82.8,3,4,0,0.2869,4.049,O=c1[nH]c2cc3c4[nH]c(nc4c4ccccc4c13)-c1cccc(c1)CNCOCC2,15,True,False,True,macrocycle_bridge_oxa_aza_path8_ring14
CAND_f246ebd98e,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]ccc2c3[nH]c4nc3c3ccc(F)c(c3c12)CCOCCCc1ccc(Cl)c-4c1F,PZYCKMCRRATTKR-UHFFFAOYSA-N,True,True,True,465.887,5.6615,70.77,2,3,0,0.2897,4.375,O=c1[nH]ccc2c3[nH]c4nc3c3cccc(c3c12)CCOCCCc1cccc-4c1,15,True,False,True,macrocycle_bridge_oxa_path8_ring14
CAND_d225c44763,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]ccc2c3[nH]c4nc3c3ccc(F)c(c3c12)CCCCCCc1ccc(Cl)c-4c1F,WMHKWNVYORYYRJ-UHFFFAOYSA-N,True,True,True,463.915,6.8152,61.54,2,2,0,0.2475,4.94,O=c1[nH]ccc2c3[nH]c4nc3c3cccc(c3c12)CCCCCCc1cccc-4c1,15,True,False,True,macrocycle_bridge_alkyl_path8_ring14
CAND_8234d18cc9,macrocycle_linker,JAK2_69019d0e87,O=c1[nH]ccc2c3[nH]c4nc3c3ccc(F)c(c3c12)CCNCCCc1ccc(Cl)c-4c1F,LAERYRUEVAHLIC-UHFFFAOYSA-N,True,True,True,464.903,5.2345,73.57,3,3,0,0.2745,4.156,O=c1[nH]ccc2c3[nH]c4nc3c3cccc(c3c12)CCNCCCc1cccc-4c1,15,True,False,True,macrocycle_bridge_aza_path8_ring14
