candidate_id,smiles,docking_engine,receptor_pdb,grid_center_x,grid_center_y,grid_center_z,grid_size_x,grid_size_y,grid_size_z,best_score,pose_rank,pose_file,pose_image,control_or_generated,notes
CAND_83405bea72,O=C1NC(=O)C2=C1Nc1cc(cc(OC3CCN(c4ccnc(F)c4)C3)c1)COCNCc1cccc3c2c[nH]c13,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.6,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_83405bea72_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_e51bb22945,Cc1c2cc(Cl)cc1-c1[nH]c(cc1C(N)=O)-c1ccnc(n1)Nc1ccc(N3CCN(C)CC3)c(c1)COCNC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.6,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_e51bb22945_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_220efee5d2,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2cc(ccc21)COCNC3,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.5,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_220efee5d2_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_96abac3e6a,C[C@@H]1Nc2nc(-n3cnc4ccncc43)nc(-c3cnn(C)c3)c2CSCSCc2ccc1cc2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.5,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_96abac3e6a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_9ee953a1cc,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1cc(F)c(N3CCN(C)CC3)c(c1)COCNC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.5,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_9ee953a1cc_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_dfbb217b3d,C[C@@H]1Nc2cc(-c3cnn(C)c3)nc(n2)-n2cnc3cc(ncc32)CNCOCc2cccc1c2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.5,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_dfbb217b3d_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_02b810108f,c1cc2nc(n1)-n1cnc3ccnc(c31)COCNCc1ccc3c(c1)[C@H](CCC3)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.4,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_02b810108f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_b0c98b44b7,Cn1cc2c(n1)-c1cc(Cl)c(cc1Cl)COCNCc1ccn3ncc(c3n1)C(=O)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.4,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_b0c98b44b7_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_cd943a8bc3,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc2c1CSCSCc1c(ccnc1F)N1CCC(C1)O2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.4,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_cd943a8bc3_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_e6663fdb96,O=c1[nH]cc2c3c(nc4ccncc4c13)Nc1c(Cl)cc(cc1Cl)-c1cc(n[nH]1)CCCC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.4,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_e6663fdb96_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_0de1b009aa,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)CC2CNCOCc2cccc1c2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.3,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_0de1b009aa_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_f8a36e8c1d,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)CNCOC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.3,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_f8a36e8c1d_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_54dc84ab36,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2ccc(cc21)CCCC3,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_54dc84ab36_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_720380419b,O=c1[nH]cc2c3c(nc4ccncc4c13)Nc1c(Cl)cc(cc1Cl)-c1[nH]ncc1CSCSC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_720380419b_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_b1d7e1ceb4,Cc1c2cc(Cl)cc1-c1[nH]c(cc1C(N)=O)-c1ccnc(n1)Nc1ccc(N3CCN(C)CC3)c(c1)CCCC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_b1d7e1ceb4_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_b4ba46fa09,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(C(F)(F)F)ccc1COCOC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_b4ba46fa09_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_d64ca99774,COc1ccc2cc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_d64ca99774_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_d7c784f2dd,Cc1nc2c(s1)NC(=O)c1c(nn3ccc(N)nc13)COCNCc1ccc-2cc1Cl,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.2,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_d7c784f2dd_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_3ec42831ee,Cc1nc2c(s1)NC(=O)c1cnn3cc(c(N)nc13)COCNCc1cc(Cl)cc-2c1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.1,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_3ec42831ee_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_68b6166499,c1cc2c3c(c1)[C@H](CCC3)Nc1ccnc(n1)-n1cnc3cc(ncc31)CCCC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.1,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_68b6166499_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_793738736a,c1ccc2c(c1)CCC[C@@H]2Nc1cc2nc(n1)-n1cnc3cc(ncc31)CSCSC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.1,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_793738736a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_7bea1d474b,CN1CCN(c2cc3cc(c2)Nc2nc4c(-c5ccc(F)cc5)cc(cn4n2)CCCC3)CC1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.1,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_7bea1d474b_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_f9c1579b7f,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(c(C(F)(F)F)c1)COCNC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.1,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_f9c1579b7f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_1f26aca914,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3c(cncc32)COCNC1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_1f26aca914_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_42453ca39f,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1cc(cc(C(F)(F)F)c1)COCOC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_42453ca39f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_6792104129,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccnc(F)c4)C3)c1COCOCc1ccc3[nH]cc2c3c1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_6792104129_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_9478c6393c,Cc1ccc(Cl)cc1-c1[nH]c2c(c1C(N)=O)COCSCc1cc(ccc1N1CCN(C)CC1)Nc1nccc-2n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_9478c6393c_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_96386adadd,CCOC(=O)Cn1cc(-c2ccc3cc2CSCSCc2cc(F)ccc2-c2nc-3[nH]c2-c2cc[nH]c(=O)c2)nn1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_96386adadd_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_cf7d3d5ac2,N#Cc1ccc2nc3n(c2c1)-c1ncc2[nH]c(=O)n(c2n1)Cc1c(ccc(F)c1F)CCCC3,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_cf7d3d5ac2_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_dfdb840f5a,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)CC2COCOCc2cccc1c2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_dfdb840f5a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_f581caf324,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1ccc(N3CCN(C)CC3)c(F)c1COCNC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.0,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_f581caf324_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_09837f6344,C[C@H]1Nc2cc(ncn2)-c2c(N)nn3cc(cnc23)COCNCc2ccc1cc2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_09837f6344_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_14995d7ea5,CN1CCN(c2cc3cc(c2)Nc2nc4c(cccn4n2)-c2ccc(F)cc2COCNC3)CC1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_14995d7ea5_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_3bc15a4f73,Cc1ccc(Cl)cc1-c1[nH]c2c(c1C(N)=O)COCNCC1CN(CCN1C)c1ccc(cc1)Nc1nccc-2n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_3bc15a4f73_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_652ddc01da,NCCn1c2c(c3nc(N)ncc31)-c1cc(c3[nH]ncc3c1)-c1cc3c(cccc3s1)CCCC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_652ddc01da_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_8e3fb00f71,Cc1cc2n(n1)-c1ccc(c(Cl)c1)COCNCc1ccn3ncc(c3n1)C(=O)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_8e3fb00f71_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_962906b23f,CC[C@@H](Nc1cc2nc(n1)CSCSCc1cnc3c-2c(N)nn3c1)c1ccc(F)cc1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_962906b23f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_9f38a386f3,C[C@@H]1Nc2nc(nc3c2cc(C(=O)NS(C)(=O)=O)n3C)-n2cnc3ccnc(c32)CCNCOCc2cccc1c2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_9f38a386f3_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_b77e224cbb,CC(Nc1nc2cc[nH]c(=O)c2c2c1-c1nc(no1)-c1ccc(cc1)CSCSC2)C(C)(C)C,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_b77e224cbb_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
CAND_e65255187e,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)C(COCOCc3cccc1c3)C2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.9,1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\poses\CAND_e65255187e_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1_fast_screen
