candidate_id,smiles,sdf_path,status
CAND_34c64f09be,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCCCCC(C#N)C2=O,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_34c64f09be.sdf,prepared
CAND_1eac1398e4,O=C(C=CCC=CCl)NC1C=CC=CC2=CC1C(=O)NC=CC=CC=CC=N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_1eac1398e4.sdf,prepared
CAND_3b04a27187,ClCC=CNC1N=CC=CC=CCC=CC=CNC=NN=[SH]1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_3b04a27187.sdf,prepared
CAND_8be8c27cbd,COC=C(C=C1C=COC23OC2=C3C=CC=CN=CN1)OC,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_8be8c27cbd.sdf,prepared
CAND_1b0430816b,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCOCCC(C#N)C2=O,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_1b0430816b.sdf,prepared
CAND_780e7a8d6a,NC(=O)CN1CCCC=CC=CCN=CC=CC=C1C=CC=CC=CC=C1N=C1N,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_780e7a8d6a.sdf,prepared
CAND_8707636f6f,C=C[C@@H]1CC=C(F)C=CN=CC2(C=CN1)CC(N)N1C=CC=NC12,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_8707636f6f.sdf,prepared
CAND_35811d5578,CNCCN1C=CC2=CNCN=CC=CC=CCC=CC(SC=O)=CN2N1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_35811d5578.sdf,prepared
CAND_279bcf4cf5,CC(=O)NC=CC=C1CC=CC2CN(CCO2)c2ccc(cc2)Nc2nccc1n2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_279bcf4cf5.sdf,prepared
CAND_2d894f0a15,CC1C=CC(C=O)NC=CCN=CN([C@H](C(C)C)C(F)(F)F)C=C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_2d894f0a15.sdf,prepared
CAND_5b15561f8a,NC1=NCC2N=C(c3cc(Cl)ccc3Cl)C(=CN2)NC(=O)CC=NN=C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_5b15561f8a.sdf,prepared
CAND_88fdcd39e2,CC=CCNC1=CN=C(C#N)CN[C@@H](C)C=NN=C(F)N=NN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_88fdcd39e2.sdf,prepared
CAND_ecf01c944b,COC=CC=CCN1CN=CCC=CC=C(S(C)(=O)=O)C=CC=CNN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_ecf01c944b.sdf,prepared
CAND_ecbebacf17,C[C@@H]1C2CCCCCCCc3cc4c(ncnc4[nH]3)N(C)[C@H]1CN(C(=O)CC#N)C2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_ecbebacf17.sdf,prepared
CAND_aa7ac5e74d,C[C@H]1C=NC=C(F)C=NCC=C(F)N2CC=CCC2CN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_aa7ac5e74d.sdf,prepared
CAND_754572eec6,CN1CCN(C(=O)C2=CC=C3C=CN=CC=CC=C(C=CCl)CC4=NC24C3)CC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_754572eec6.sdf,prepared
CAND_baa376c0dd,C=Cc1ccccc1C(N)C=C1C=NC2=NN1CN1CCN(CC1)c1ccc(cc1F)N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_baa376c0dd.sdf,prepared
CAND_27e700626f,CC1CN(C)CNC(CCl)=CC=CNC2N=CC=C(C=CC3=CC=COC3)N12,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_27e700626f.sdf,prepared
CAND_98a2ec596b,N#CCC(=O)N1CC[C@H]2CCCCCOCCCCCN(c3ncnc4[nH]ccc34)[C@H]2C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_98a2ec596b.sdf,prepared
CAND_57118fd3af,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCNCCC(C#N)C2=O,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_57118fd3af.sdf,prepared
CAND_b8508fb54f,COC=C1C2=CC(C=C1OC)c1ccccc1C1=CC=CC(=NCN2)NOCN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_b8508fb54f.sdf,prepared
CAND_daf82c369e,CC1C=NC=C(F)CN=c2nc(Cl)ccc2=C(NC=C2N=CCCN2)N=CN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_daf82c369e.sdf,prepared
CAND_56ba271daf,CC1CC2=NC(=O)C3=CN=C([C@H]1CF)N(C)N=CCC1C=CNC3C2=C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_56ba271daf.sdf,prepared
CAND_ffefd7080a,O=C1CC2=CC=CN1C=CCC=CNC1=CC3COCC=C3C=CNC1N=CC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_ffefd7080a.sdf,prepared
CAND_e5cba072ee,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCCSCCC(C#N)C2=O,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_e5cba072ee.sdf,prepared
CAND_2584beb1c0,O=CNC1=CC=C2CCN=CC(=C1)NC#CN=CC(Cl)=CN2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_2584beb1c0.sdf,prepared
CAND_0feb57e148,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)CCCCO3)s1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_0feb57e148.sdf,prepared
CAND_c5052727aa,COc1cc2nc(n1)N[C@H](c1ncc(F)cn1)CCCCCc1cnc(s1)N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_c5052727aa.sdf,prepared
CAND_a30de9a90d,C[C@H]1C=NC=C(F)C=Nc2c(n[nH]c2C2CC2)NC(=C=N)C(F)=CN=CN1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_a30de9a90d.sdf,prepared
CAND_e0fb42f17c,COc1cc2nc(n1)N[C@H](c1ncc(F)cn1)CCOCCc1cnc(s1)N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_e0fb42f17c.sdf,prepared
CAND_5ca47dbfbb,Cc1cnc(Nc2cc3nc(n2)N[C@@H](C)c2ncc(F)c(n2)COCCO3)s1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_5ca47dbfbb.sdf,prepared
CAND_39a45170c0,N#CCC(=O)N1CC[C@H]2CCCCCNCCCCCN(c3ncnc4[nH]ccc34)[C@H]2C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_39a45170c0.sdf,prepared
CAND_1b74ae5153,C=C1C=CC=C[C@H](C)NC=CC=NC(NC=NCC=NC=N)=C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_1b74ae5153.sdf,prepared
CAND_a3a9fadba1,C[C@@H]1C2CCCSCCCc3cc4c(ncnc4[nH]3)N(C)[C@H]1CN(C(=O)CC#N)C2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_a3a9fadba1.sdf,prepared
CAND_38659e93bf,C[C@H](NC1=NC=C(C(N)F)OCNCC(c2cnn(C)c2)=CC=CC1)C1CC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_38659e93bf.sdf,prepared
CAND_9884448098,CN(c1ncnc2[nH]ccc12)[C@H]1CN2CC[C@H]1CCCOCNCC(C#N)C2=O,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_9884448098.sdf,prepared
CAND_2a7df84e67,COC1=C(OC)C(N2C(=O)C3=CC=CC(=CCl)C=CC=CC2C=C3)C=COC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_2a7df84e67.sdf,prepared
CAND_bf1bed9cef,CCCC1=CN=CNC=CC(=O)N[C@@H](C(=O)NCC[CH]C#N)CC(C)CC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_bf1bed9cef.sdf,prepared
CAND_c131766321,FC1C=NC[C@H](NC2C=NC=CNC=NC=CSS2)C=N1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_c131766321.sdf,prepared
CAND_49a2c11445,N#CCC(=O)N1CC[C@H]2CCCCOCCNCCCN(c3ncnc4[nH]ccc34)[C@H]2C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_49a2c11445.sdf,prepared
CAND_4b9a80dcb9,CC1CC(C)C(C2CC2)OC=NC=C(C(N)=O)CNc2cc(-c3cnn(C)c3)ccc21,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_4b9a80dcb9.sdf,prepared
CAND_b5d4c77a0b,C=Cc1cccc2[nH]nc(n3[nH]cc(n(CS(C)(=O)=O)c1)N1CCOCC1C=C3)N=C2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_b5d4c77a0b.sdf,prepared
CAND_7dce99bd6a,O=C(C=CC=C1C=CC#CONC(NC=CCl)=NCC=CC=C1)N1CCOCC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_7dce99bd6a.sdf,prepared
CAND_8ad0dce611,N#CCC(=O)N1CC[C@H]2CCCCCCCCCCCN(c3ncnc4[nH]ccc34)[C@H]2C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_8ad0dce611.sdf,prepared
CAND_45341a8161,ClC1C=CCOCC=CN=CC=Cc2ccnc(n2)N1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_45341a8161.sdf,prepared
CAND_03fca0654a,Cc1cnc2nc1Nc1n[nH]c(C)c1CCCc1nc(ncc1F)[C@H](C)N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_03fca0654a.sdf,prepared
CAND_95aaa694cd,C[C@@H]1Nc2cncc(n2)Nc2cc([nH]n2)CCCCCc2nc1ncc2F,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_95aaa694cd.sdf,prepared
CAND_a8d00072a6,C[C@@H]1Nc2cncc(n2)Nc2cc([nH]n2)OCCCCc2nc1ccc2F,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_a8d00072a6.sdf,prepared
CAND_f638f4e1fc,FNC1N=CC=C=Cc2ccccc2OC=NN=[SH]1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_f638f4e1fc.sdf,prepared
CAND_457797d542,C=C1NC(C)=CCNC=NCON(CCNC(=O)C2=CC=CCC2)C=CN1N,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_457797d542.sdf,prepared
CAND_f0651a9cfd,COc1ccccc1C=CC1=CC=NC(=NNCl)NC=CC=C=C=C1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_f0651a9cfd.sdf,prepared
CAND_3a37400fe4,Cc1cc(Nc2nc3cnc2CCCCc2nc(ccc2F)[C@H](C)N3)n[nH]1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_3a37400fe4.sdf,prepared
CAND_5e5838b904,Cc1cc(Nc2nc3cnc2CCOCc2nc(ccc2F)[C@H](C)N3)n[nH]1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_5e5838b904.sdf,prepared
CAND_1f440748ca,Cc1cnc2nc1Nc1n[nH]c(C)c1COCc1nc(ncc1F)[C@H](C)N2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_1f440748ca.sdf,prepared
CAND_b604ce184b,C[C@@H]1Nc2cncc(n2)Nc2cc([nH]n2)CCCOCc2nc1ncc2F,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_b604ce184b.sdf,prepared
CAND_1dc4604721,COC=C=C1CN2NC3(N=CC2=CC=CC=CC=CC=C3O)N1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\CAND_1dc4604721.sdf,prepared
